bbrID,Date,Tm,Opp,TRB,AST,STL,BLK,PTS,GmSc,Season,Playoffs,Year,GameIndex,GmScMovingZ,GmScMovingZTop2Delta,Date2,GmSc2,GmScMovingZ2
brownto01,1986-12-12,NJN,PHI,3,7,3,0,22,24.6,1986-87,false,1987,112,3.36,0.16,1986-12-23,23.7,3.2
browntr01,2019-12-23,WAS,NYK,9,7,1,1,26,28.4,2019-20,false,2020,77,3.84,0.21,2020-01-04,26.9,3.63
brunsja01,2019-03-12,DAL,SAS,5,4,1,0,34,31.5,2018-19,false,2019,58,4.03,0.43,2022-04-18,36.6,3.6
brunsri01,1998-03-14,POR,DEN,5,10,4,0,12,15.8,1997-98,false,1998,32,3.85,0.02,1998-02-04,16.6,3.83
bryanko01,2006-01-22,LAL,TOR,6,2,3,1,81,63.5,2005-06,false,2006,784,4.43,0.77,2002-01-14,46.3,3.66
bryanma01,1996-03-27,HOU,DAL,11,4,1,1,30,29.0,1995-96,false,1996,538,4.85,0.96,1992-03-04,18.6,3.89
bryanth01,2018-12-22,WAS,PHO,13,2,0,0,31,31.5,2018-19,false,2019,37,3.18,0.77,2020-08-02,27.0,2.41
buckngr01,2004-11-21,DEN,DAL,9,2,4,0,28,28.8,2004-05,false,2005,288,5.28,1.73,2000-03-18,22.0,3.55
budinch01,2011-04-13,HOU,MIN,6,4,2,0,35,30.5,2010-11,false,2011,151,3.85,0.55,2014-04-04,22.9,3.3
buechju01,1991-01-26,NJN,MIA,7,3,4,1,12,16.7,1990-91,false,1991,36,4.12,0.39,1997-04-07,13.5,3.73
buforro01,2001-11-26,MEM,SAC,7,1,1,0,21,16.8,2001-02,false,2002,100,3.07,0.14,2000-02-09,12.9,2.93
bullama01,1995-12-07,ATL,SAS,6,0,2,0,28,23.9,1995-96,false,1996,272,5.22,0.83,1993-04-22,24.2,4.39
bullore01,2018-12-19,DET,MIN,3,1,1,0,33,25.3,2018-19,false,2019,233,3.3,0.31,2013-12-01,10.1,2.99
burkepa01,2003-04-16,ORL,MIL,1,3,0,2,14,11.2,2002-03,false,2003,61,2.8,0.2,2002-12-13,11.0,2.6
burketr01,2018-03-26,NYK,CHO,1,12,1,0,42,35.6,2017-18,false,2018,298,4.21,0.66,2020-07-31,28.5,3.55
burksal01,2017-11-30,UTA,LAC,7,5,2,1,28,25.6,2017-18,false,2018,325,3.64,0.15,2013-12-16,29.3,3.49
burksan01,2006-01-07,MEM,CHI,1,2,2,0,18,12.6,2005-06,false,2006,50,3.58,0.39,2005-12-17,11.4,3.19
burresc01,2000-03-10,NJN,MIL,4,2,3,2,19,20.4,1999-00,false,2000,381,3.36,0.23,1998-02-02,19.4,3.13
burtowi01,1994-12-13,PHI,MIA,8,3,1,2,53,49.6,1994-95,false,1995,240,6.48,3.56,1992-01-24,24.6,2.92
burttst01,1992-04-07,PHO,SAC,2,6,1,0,20,17.2,1991-92,false,1992,91,3.68,0.85,1992-04-09,13.9,2.83
butleca01,2013-11-22,MIL,PHI,8,3,3,0,38,29.7,2013-14,false,2014,785,4.01,0.57,2015-02-20,21.5,3.44
butleji01,2017-01-02,CHI,CHO,12,6,3,1,52,51.5,2016-17,false,2017,389,3.69,0.73,2020-10-04,42.0,2.96
butlemi02,1995-04-23,WSB,PHI,5,2,3,0,26,21.8,1994-95,false,1995,150,3.99,0.52,1999-05-05,15.6,3.47
butlera01,2014-12-16,WAS,MIN,5,2,1,1,23,20.3,2014-15,false,2015,748,3.74,0.21,2006-03-21,25.9,3.53
bynuman01,2009-01-21,LAL,LAC,15,0,0,3,42,37.8,2008-09,false,2009,209,3.68,0.23,2006-11-07,22.4,3.45
bynumwi01,2009-04-05,DET,CHA,4,7,1,0,32,30.0,2008-09,false,2009,66,4,0.93,2012-12-28,23.2,3.07
cabarza01,2005-03-14,GSW,HOU,10,1,1,0,26,24.4,2004-05,false,2005,74,5.26,2.25,2005-02-05,15.1,3.01
cabocbr01,2019-03-25,MEM,OKC,11,2,1,1,24,23.9,2018-19,false,2019,60,4.23,0.41,2019-03-27,21.9,3.82
caffeja01,1998-04-13,GSW,PHO,12,3,2,0,28,25.4,1997-98,false,1998,226,3.49,0.74,2000-02-20,22.0,2.75
cagemi01,1991-11-09,SEA,IND,22,1,1,0,23,24.7,1991-92,false,1992,566,3.48,0.16,1991-11-19,23.8,3.32
calatni01,2014-02-01,MEM,MIL,5,3,1,0,22,20.2,2013-14,false,2014,34,3.61,0.29,2014-02-11,18.7,3.32
caldejo01,2018-04-03,CLE,TOR,4,4,2,1,19,19.4,2017-18,false,2018,867,4.23,0.64,2005-11-04,22.5,3.59
caldwad01,1989-12-14,HOU,SAS,4,0,1,0,11,10.2,1989-90,false,1990,13,3.72,0.47,1991-02-21,9.0,3.25
caldwke01,2017-02-01,DET,NOP,4,1,4,0,38,32.5,2016-17,false,2017,285,3.39,0.03,2019-03-19,28.5,3.36
cambyma01,2010-04-12,POR,OKC,13,3,1,1,30,30.9,2009-10,false,2010,894,3.7,0.29,1997-03-18,33.9,3.41
campafa01,2022-01-01,DEN,HOU,4,12,5,2,22,28.7,2021-22,false,2022,107,3.85,1.12,2021-04-28,21.8,2.73
campbel01,1992-03-03,LAL,POR,6,1,1,3,25,24.3,1991-92,false,1992,122,3.58,0.15,1999-04-21,31.0,3.43
campbto01,1988-04-24,LAL,GSW,5,3,4,0,28,20.6,1987-88,false,1988,198,3.74,0.4,1990-02-02,38.1,3.34
canaais01,2015-03-04,PHI,OKC,7,6,1,0,31,27.7,2014-15,false,2015,53,3.74,0.49,2014-11-26,24.8,3.25
capelca01,2021-01-20,ATL,DET,26,2,1,5,27,34.1,2020-21,false,2021,406,2.87,0.28,2015-11-29,18.7,2.59
cardibr01,2004-02-11,GSW,PHO,8,3,2,1,32,30.2,2003-04,false,2004,76,3.88,0.2,2011-03-07,11.3,3.68
carliri01,1987-12-01,NYK,SEA,2,6,2,0,21,19.2,1987-88,false,1988,167,6.29,3.28,1984-11-21,9.4,3.01
carnero01,2009-04-03,MIN,UTA,5,2,0,1,25,21.1,2008-09,false,2009,205,3.57,0.27,2006-12-26,17.0,3.3
carran01,1988-11-11,ATL,PHI,6,4,3,2,22,22.8,1988-89,false,1989,249,3.38,0.15,1997-12-30,15.9,3.23
carrch01,1997-02-14,MIN,ORL,8,0,1,0,22,20.9,1996-97,false,1997,105,3.48,0.39,1997-10-31,18.9,3.09
carrode01,2012-11-16,UTA,PHI,5,0,2,0,17,18.7,2012-13,false,2013,115,3.01,0.04,2018-01-19,26.2,2.97
carroma01,2011-04-03,CHA,WAS,4,1,1,0,26,19.7,2010-11,false,2011,403,5.1,1.62,2011-03-02,13.5,3.48
cartean01,2003-03-28,MIA,MIN,6,11,2,0,10,17.2,2002-03,false,2003,249,3.2,0.12,2008-02-27,23.0,3.08
carteje01,2019-04-10,MEM,GSW,4,2,1,0,32,26.0,2018-19,false,2019,38,4.71,0.92,2020-08-08,21.2,3.79
cartemi01,2013-10-30,PHI,MIA,7,12,9,0,22,34.7,2013-14,false,2014,0,2.96,0.33,2017-02-06,22.7,2.63
cartevi01,2017-12-27,SAC,CLE,5,3,1,1,24,23.5,2017-18,false,2018,1455,3.63,0.04,2017-03-13,24.9,3.59
cartewe01,2018-10-31,CHI,DEN,8,5,3,3,25,24.7,2018-19,false,2019,7,2.68,0.08,2022-03-20,27.4,2.6
carusal01,2019-04-05,LAL,LAC,10,5,2,1,32,28.9,2018-19,false,2019,59,4.68,0.89,2019-03-31,24.4,3.79
cassesa01,2007-11-07,LAC,IND,3,8,2,0,35,32.3,2007-08,false,2008,1056,3.32,0.29,1995-05-30,32.2,3.03
casspom01,2015-12-28,SAC,GSW,6,1,0,0,36,24.7,2015-16,false,2016,423,3.44,0.29,2015-04-07,23.8,3.15
catlete01,1990-01-13,ORL,GSW,9,1,0,0,49,38.5,1989-90,false,1990,340,3.69,0.98,1986-12-18,25.6,2.71
catoke01,1999-12-18,HOU,BOS,12,2,2,1,27,28.2,1999-00,false,2000,152,4.32,0.88,1997-12-30,18.9,3.44
caulewi01,2016-03-25,SAC,PHO,6,0,3,2,26,18.7,2015-16,false,2016,55,2.29,0.09,2015-10-30,17.1,2.2
causwdu01,1996-04-21,SAC,GSW,9,0,2,0,14,14.6,1995-96,false,1996,382,3.49,0.06,1996-03-29,14.5,3.43
cebalce01,1990-11-10,PHO,DEN,4,2,0,1,32,25.0,1990-91,false,1991,3,3.52,0.03,1993-03-09,40.6,3.49
chalmma01,2013-01-12,MIA,SAC,2,3,2,0,34,29.9,2012-13,false,2013,379,3.75,0.65,2012-01-05,24.5,3.1
chandty01,2002-12-31,CHI,POR,18,1,0,2,27,27.9,2002-03,false,2003,100,3.63,0.08,2003-02-12,29.1,3.55
chandwi01,2013-03-18,DEN,CHI,9,4,2,0,35,30.6,2012-13,false,2013,297,3.49,0.48,2008-11-12,28.3,3.01
chapmre01,1997-04-25,PHO,SEA,4,2,0,0,42,30.8,1996-97,true,1997,510,3.34,0.02,1992-12-21,32.3,3.32
cheanca01,2005-01-28,GSW,SEA,6,1,0,1,21,16.9,2004-05,false,2005,778,3.77,0.42,2003-11-12,20.7,3.35
chievde01,1988-11-10,HOU,UTA,3,4,1,0,27,20.5,1988-89,false,1989,3,2.88,0.12,1988-11-30,19.8,2.76
chilcpe01,1995-04-09,HOU,DEN,9,4,0,3,25,23.8,1994-95,false,1995,264,4.41,0.63,1998-02-22,17.7,3.78
childch01,1996-02-25,NJN,BOS,5,16,4,0,26,33.4,1995-96,false,1996,103,3.69,0.3,2002-04-24,21.5,3.39
childjo01,2007-03-23,ATL,POR,12,6,5,0,22,25.9,2006-07,false,2007,204,2.5,0.06,2008-03-16,23.9,2.44
chiozch01,2021-04-07,BRK,NOP,2,8,1,0,12,14.7,2020-21,false,2021,58,3.21,0.67,2020-08-21,12.2,2.54
chrisdo01,2004-02-29,SAC,PHO,8,9,4,1,28,33.1,2003-04,false,2004,782,4.04,0.09,1993-12-04,28.8,3.95
chrisma01,2020-02-08,GSW,LAL,9,1,1,2,26,25.7,2019-20,false,2020,244,3.44,0.51,2017-02-04,21.7,2.93
clarkbr01,2020-02-12,MEM,POR,6,1,2,1,27,26.4,2019-20,false,2020,46,2.97,0.42,2020-07-31,24.1,2.55
clarkea01,2013-01-09,LAL,SAS,13,3,0,0,22,21.4,2012-13,false,2013,158,3.68,0.4,2013-04-02,19.6,3.28
clarkga01,2022-04-10,NOP,GSW,6,3,1,0,17,18.2,2021-22,false,2022,176,4.09,1.07,2020-08-09,13.5,3.02
clarkia01,2015-11-02,GSW,MEM,3,1,0,0,15,15.8,2015-16,false,2016,55,4.07,0.06,2016-12-17,22.9,4.01
clarkjo01,2022-03-12,UTA,SAC,0,2,1,1,45,36.2,2021-22,false,2022,621,3.82,0.36,2018-01-21,31.3,3.46
clarkke01,2000-03-03,DEN,GSW,16,2,0,6,29,27.8,1999-00,false,2000,83,3.88,0.92,2002-02-13,24.6,2.96
clavevi01,2014-04-16,POR,LAC,6,4,2,0,12,14.5,2013-14,false,2014,69,3.81,1.13,2013-04-01,10.8,2.68
claxtni01,2022-02-02,BRK,SAC,11,1,1,5,23,27.8,2021-22,false,2022,82,3.72,1.84,2021-03-01,17.4,1.88
claxtsp01,2002-04-14,PHI,ORL,4,8,2,0,19,21.2,2001-02,false,2002,64,3.09,0.4,2004-02-11,26.1,2.69
cleavma01,2000-12-01,DET,CLE,1,6,3,0,13,16.2,2000-01,false,2001,15,3.14,0.17,2001-03-09,13.7,2.97
closske01,2000-01-17,LAC,SAS,7,0,0,3,13,14.7,1999-00,false,2000,94,2.85,0.04,1997-12-26,14.1,2.81
coffeam01,2022-04-01,LAC,MIL,6,7,4,0,32,34.7,2021-22,false,2022,139,3.91,0.53,2022-04-10,31.3,3.38
colembe01,1989-11-09,MIL,SEA,9,2,0,2,17,18.8,1989-90,false,1990,202,4.07,0.95,1987-12-23,21.1,3.12
colemde01,1991-02-15,NJN,DEN,14,4,4,2,42,40.7,1990-91,false,1991,43,3.49,0.61,1997-01-05,35.2,2.88
coleno01,2012-01-01,MIA,CHA,1,9,3,0,16,19.2,2011-12,false,2012,4,3.67,0.91,2013-04-15,16.1,2.76
colesbi01,2000-01-04,ATL,MIL,3,7,1,0,25,24.6,1999-00,false,2000,658,3.4,0.3,1990-11-14,19.5,3.1
collida01,2014-12-27,SAC,NYK,1,10,2,0,27,30.1,2014-15,false,2015,431,3.27,0.21,2012-12-27,27.5,3.06
collija02,2004-03-12,ATL,WAS,5,0,2,1,22,21.8,2003-04,false,2004,63,4.03,0.39,2004-03-14,20.0,3.64
collija03,2002-01-16,UTA,SEA,10,2,1,0,22,23.3,2001-02,false,2002,25,4.04,0.13,2009-11-17,8.6,3.91
collija04,2012-04-20,ATL,BOS,7,4,0,0,8,11.0,2011-12,false,2012,762,4.85,1.24,2002-01-05,19.0,3.61
collijo01,2021-03-26,ATL,GSW,12,2,1,0,38,35.1,2020-21,false,2021,220,2.76,0.1,2020-02-22,35.9,2.66
collima01,2007-04-16,NYK,NJN,10,7,2,0,23,18.1,2006-07,false,2007,50,3.29,0.1,2009-01-06,17.2,3.19
collini01,2007-01-09,SEA,PHO,21,4,3,1,29,33.8,2006-07,false,2007,195,4,0.32,2015-02-11,15.7,3.68
colliza01,2018-10-25,POR,ORL,6,2,2,1,17,19.0,2018-19,false,2019,73,3.27,0.68,2018-12-14,16.4,2.59
coltest01,1990-03-21,WSB,NJN,3,3,3,0,25,22.3,1989-90,false,1990,455,3.54,0.02,1985-03-06,28.7,3.52
comegda01,1989-03-04,SAS,DEN,9,0,3,2,17,18.0,1988-89,false,1989,118,3.34,0.33,1987-12-10,15.3,3.01
conlemi01,2017-01-30,MEM,PHO,6,9,2,0,38,37.1,2016-17,false,2017,724,3.09,0.24,2009-03-07,25.9,2.85
conloma01,1994-03-02,CHH,LAC,13,3,1,2,15,20.6,1993-94,false,1994,104,2.87,0.29,1997-04-18,18.0,2.58
connapa01,2017-10-18,POR,PHO,2,2,0,0,24,18.0,2017-18,false,2018,82,3.9,0.65,2019-04-17,21.4,3.25
cookan01,1994-04-20,MIL,DET,13,1,1,0,14,13.8,1993-94,false,1994,102,2.48,0.03,1991-01-08,13.7,2.45
cookbr01,2004-11-30,LAL,MIL,11,0,1,0,25,25.9,2004-05,false,2005,62,4.71,1,2007-01-15,23.1,3.71
cookda02,2009-03-04,MIA,PHO,5,1,2,0,27,23.8,2008-09,false,2009,114,3.86,0.45,2011-02-15,17.6,3.41
cookqu01,2018-11-10,GSW,BRK,3,5,1,0,27,25.2,2018-19,false,2019,73,3.57,0.4,2018-03-16,24.4,3.17
coopedu01,1993-02-02,LAL,ORL,2,6,3,2,9,15.2,1992-93,false,1993,34,4.17,1.12,1994-01-18,11.9,3.05
copelch01,2013-04-15,NYK,CHA,7,2,1,0,32,22.8,2012-13,false,2013,54,3.69,0.24,2012-12-17,22.3,3.45
corbity01,1987-11-21,CLE,PHI,4,3,2,1,23,22.6,1987-88,false,1988,87,3.24,0.03,1995-03-22,19.4,3.21
corchch01,1993-11-30,BOS,ATL,4,4,1,0,14,14.8,1993-94,false,1994,74,3.31,0.15,1992-01-22,15.1,3.16
courtjo01,1993-11-24,PHO,DEN,0,0,0,1,13,12.1,1993-94,false,1994,17,4.07,1.32,1993-12-21,8.7,2.75
couside01,2022-03-04,DEN,HOU,9,4,3,1,31,29.2,2021-22,false,2022,649,3.6,0.43,2018-01-22,43.7,3.17
covinro01,2022-04-01,LAC,MIL,8,2,2,3,43,36.1,2021-22,false,2022,560,5.12,1.69,2017-11-13,32.0,3.43
crabbal01,2018-04-09,BRK,CHI,5,4,1,1,41,39.5,2017-18,false,2018,316,4.92,2.18,2017-01-08,23.1,2.74
craigto01,2022-03-16,PHO,HOU,14,3,0,2,21,25.3,2021-22,false,2022,342,3.9,0.14,2019-02-01,22.2,3.76
crawfch01,2000-11-04,ATL,ORL,9,2,2,1,22,21.6,2000-01,false,2001,146,3.81,0.71,2001-02-23,22.6,3.1
crawfja01,2019-04-09,PHO,DAL,5,5,1,1,51,37.9,2018-19,false,2019,1399,4.5,0.74,2014-01-25,35.3,3.76
crawfjo02,2014-04-16,GSW,DEN,5,3,1,1,41,28.9,2013-14,false,2014,261,3.46,0.74,2012-12-28,26.6,2.72
crittja01,2008-04-02,MEM,NYK,9,4,1,0,23,20.8,2007-08,false,2008,47,3.39,0.71,2008-01-04,16.8,2.68
croshau01,2007-01-30,DAL,SEA,7,3,0,0,34,31.0,2006-07,false,2007,630,4.88,1.07,2002-02-05,27.8,3.81
crottjo01,1995-01-03,UTA,MIL,5,8,4,0,14,19.5,1994-95,false,1995,120,4.36,0.58,1996-02-29,17.7,3.78
crowdja01,2020-01-04,MEM,LAC,8,7,3,3,27,29.7,2019-20,false,2020,627,3.39,0.34,2015-01-12,23.4,3.05
culveja01,2020-01-07,MIN,MEM,5,1,2,0,24,20.7,2019-20,false,2020,34,3.07,0.19,2020-01-18,19.3,2.88
cummivo01,2001-12-08,PHI,MEM,4,4,0,0,28,21.2,2001-02,false,2002,157,3.79,0.65,2001-04-16,18.8,3.14
cunnida01,2018-02-22,BRK,CHO,12,4,0,1,22,23.5,2017-18,false,2018,648,4.41,0.43,2018-11-19,20.5,3.98
cunnija01,2015-10-28,CLE,MEM,1,1,0,1,12,9.6,2015-16,false,2016,41,3.26,0.54,2014-04-08,8.2,2.72
curlebi01,2001-01-19,GSW,PHO,5,2,1,2,10,13.2,2000-01,false,2001,145,4.06,0.19,1995-01-08,12.6,3.87
curryde01,2000-01-29,TOR,CHI,2,6,4,0,17,21.6,1999-00,false,2000,949,3.43,0.31,1996-11-02,29.6,3.12
curryed01,2007-04-07,NYK,MIL,13,1,2,0,43,38.0,2006-07,false,2007,435,3.8,1.23,2003-04-15,24.9,2.57
currymi01,2000-04-16,DET,IND,2,4,1,0,23,20.4,1999-00,false,2000,356,4.16,0.29,1998-03-22,20.8,3.87
curryse01,2020-02-28,DAL,MIA,2,2,0,0,37,30.7,2019-20,false,2020,263,3.07,0.19,2019-12-12,27.8,2.88
curryst01,2013-02-27,GSW,NYK,6,7,3,0,54,46.1,2012-13,false,2013,233,3.18,0.04,2015-10-31,49.2,3.14
dalemsa01,2013-02-05,MIL,DEN,12,2,0,1,35,34.4,2012-13,false,2013,770,4.8,1.78,2012-01-13,25.7,3.02
dampier01,2002-11-22,GSW,MIL,14,1,0,3,31,29.4,2002-03,false,2003,354,3.74,0.16,2006-11-17,23.8,3.58
daniean01,2000-12-26,SAS,HOU,2,10,1,0,26,27.9,2000-01,false,2001,235,3.77,0.21,2004-01-31,30.9,3.56
daniell01,1995-03-13,LAL,IND,2,2,2,1,22,18.4,1994-95,false,1995,170,3.15,0.38,1994-02-23,16.8,2.77
daniema01,2011-01-10,BOS,HOU,7,1,2,0,19,20.0,2010-11,false,2011,485,3.78,0.23,2004-04-13,30.2,3.55
danietr01,2017-12-13,PHO,TOR,3,0,0,1,32,26.4,2017-18,false,2018,205,4.2,0.53,2016-12-03,23.6,3.67
dareyi01,1996-03-31,NJN,IND,9,0,0,2,12,13.1,1995-96,false,1996,57,4.54,1.74,1997-01-20,8.5,2.8
daughbr01,1988-04-15,CLE,BOS,9,2,2,0,44,34.5,1987-88,false,1988,155,3.3,0.02,1987-02-18,34.5,3.28
davidko01,1999-04-26,CHI,DAL,7,2,1,0,17,16.9,1998-99,false,1999,45,2.98,0.14,1999-04-14,16.3,2.84
davisan01,1998-04-12,IND,BOS,10,2,1,1,28,25.6,1997-98,false,1998,404,3.56,0.09,1994-01-11,24.2,3.47
davisan02,2016-02-21,NOP,DET,20,4,0,1,59,53.9,2015-16,false,2016,251,3.49,0.53,2019-12-08,48.5,2.96
davisba01,2005-04-05,GSW,HOU,5,13,5,0,40,42.2,2004-05,false,2005,435,3.38,0.31,2010-01-12,32.4,3.07
davisda01,2007-01-12,DET,ATL,10,1,1,3,12,16.5,2006-07,false,2007,1199,4.08,0.18,2001-11-30,30.1,3.9
davisde01,2016-11-01,MEM,MIN,6,0,0,2,17,15.2,2016-17,false,2017,3,2.77,0.24,2017-12-27,14.8,2.53
davised01,2012-12-12,TOR,BRK,12,1,3,0,24,24.8,2012-13,false,2013,153,3.52,0.21,2019-01-25,20.6,3.31
davisem01,1996-11-12,HOU,LAL,5,8,1,0,19,21.3,1996-97,false,1997,6,4.1,0.86,2001-02-01,18.7,3.24
davisgl01,2008-01-05,BOS,DET,4,0,0,0,20,17.0,2007-08,false,2008,24,3.71,0.29,2007-12-12,15.9,3.42
davishu01,1994-03-24,NYK,MIN,2,5,1,1,32,29.5,1993-94,false,1994,96,4.35,0.66,1994-03-11,25.6,3.69
davisma02,1997-01-13,PHI,UTA,3,4,7,1,24,27.2,1996-97,false,1997,91,4.21,0.12,2000-04-11,21.9,4.09
davispa01,2008-12-30,LAC,SAC,5,3,3,0,18,18.2,2008-09,false,2009,76,4.78,1.49,2006-12-11,13.1,3.29
davisri01,1999-05-05,CHH,BOS,7,2,1,1,32,24.8,1998-99,false,1999,45,4.25,0.69,2008-04-04,30.4,3.56
daviste01,1992-11-14,DAL,ATL,17,2,1,0,35,34.0,1992-93,false,1993,187,4.41,0.67,1998-03-14,19.0,3.74
daviste02,2022-01-19,SAC,DET,6,3,1,1,35,28.1,2021-22,false,2022,166,3.24,0.03,2020-02-02,24.0,3.21
dawkijo01,1994-04-24,PHI,DET,4,7,2,0,16,20.7,1993-94,false,1994,503,2.81,0.31,1988-02-18,30.7,2.5
dayeau01,2014-03-24,SAS,PHI,6,1,2,2,22,20.8,2013-14,false,2014,252,4.45,0.46,2015-01-10,18.3,3.99
dayto01,1995-12-22,BOS,MIN,3,3,3,0,41,34.2,1995-96,false,1996,249,3.74,0.75,1995-03-15,30.3,2.99
declean01,2003-12-03,ORL,NOH,7,3,1,2,14,16.6,2003-04,false,2004,536,3.34,0.28,2001-01-06,15.3,3.06
decolna01,2013-03-12,SAS,MIN,4,2,0,0,13,13.8,2012-13,false,2013,56,2.95,0.32,2013-04-15,12.6,2.63
dedmode01,2017-11-15,ATL,SAC,14,5,2,2,20,27.7,2017-18,false,2018,250,3.94,0.61,2021-12-11,20.2,3.33
deherte01,1997-12-09,SAC,UTA,6,8,0,0,21,21.4,1997-98,false,1998,319,3.8,0.7,1995-12-16,26.9,3.1
dekkesa01,2017-01-21,HOU,MEM,5,0,2,0,30,23.4,2016-17,false,2017,49,4.23,0.94,2018-12-16,17.8,3.29
delanma01,2017-12-22,ATL,OKC,2,6,1,0,20,19.4,2017-18,false,2018,97,3.6,1,2017-01-13,14.6,2.6
delebi01,1996-02-13,LAC,BOS,14,1,1,3,35,33.5,1995-96,false,1996,270,3.11,0.06,1995-12-19,30.7,3.05
delfica01,2008-01-16,TOR,SAC,7,6,4,0,26,31.2,2007-08,false,2008,242,4.45,0.78,2006-04-19,16.6,3.67
delkto01,2001-01-02,PHO,SAC,6,0,1,0,53,42.9,2000-01,false,2001,256,5.49,2.25,2001-12-22,29.7,3.24
dellama01,2014-03-26,CLE,DET,3,6,1,0,21,20.0,2013-14,false,2014,62,3.85,0.37,2019-01-09,18.5,3.48
delnevi01,1997-02-18,SAS,UTA,3,7,2,0,28,28.5,1996-97,false,1997,540,3.32,0.17,1990-04-21,26.0,3.15
denglu01,2010-11-01,CHI,POR,4,2,1,0,40,33.9,2010-11,false,2011,426,3.35,0.04,2016-04-17,27.9,3.31
derozde01,2018-01-01,TOR,MIL,5,8,1,1,52,44.1,2017-18,false,2018,670,3.29,0.55,2022-03-31,41.3,2.74
dialde01,2001-01-12,SAS,DET,3,1,0,0,15,11.7,2000-01,false,2001,18,3.22,0.46,2001-02-05,10.3,2.76
diallch01,2017-04-11,NOP,LAL,11,0,0,2,19,18.3,2016-17,false,2017,15,3.08,0.16,2019-02-22,19.9,2.92
diallha01,2018-11-19,OKC,SAC,1,1,2,0,18,18.1,2018-19,false,2019,14,3.56,0.38,2022-01-01,28.0,3.18
diawaya01,2009-01-03,MIA,NJN,5,1,1,1,19,16.7,2008-09,false,2009,150,4.49,1.38,2008-03-16,12.1,3.11
diawbo01,2011-03-30,CHA,CLE,7,11,1,1,26,30.3,2010-11,false,2011,653,3.61,0.2,2004-03-17,18.5,3.41
dickada01,2005-01-22,NOH,LAC,3,8,2,0,27,24.4,2004-05,false,2005,121,3.33,0.07,2008-03-05,16.7,3.26
dickemi01,2000-02-10,VAN,LAC,6,4,1,0,40,30.9,1999-00,false,2000,101,2.9,0.38,2000-02-21,28.1,2.52
dienetr01,2008-02-22,IND,NJN,8,6,1,0,19,22.6,2007-08,false,2008,88,3.61,0.22,2008-02-27,21.4,3.39
dienggo01,2020-01-05,MIN,CLE,13,6,0,4,22,28.7,2019-20,false,2020,487,4,1.1,2016-02-06,27.8,2.9
dinwisp01,2017-11-17,BRK,UTA,5,8,2,0,25,26.7,2017-18,false,2018,119,2.88,0.05,2018-12-12,31.1,2.83
dioguik01,2009-04-13,SAC,DEN,11,1,0,0,32,24.4,2008-09,false,2009,185,4.24,0.72,2006-04-12,22.4,3.52
diopde01,2005-11-15,DAL,DEN,16,1,2,6,4,13.8,2005-06,false,2006,199,3.57,0.25,2007-04-11,15.5,3.32
divacvl01,2001-01-02,SAC,PHO,12,6,1,2,34,32.5,2000-01,false,2001,898,3.64,0.31,1992-03-29,34.3,3.33
divindo01,2021-02-25,MIL,NOP,7,9,2,1,24,26.9,2020-21,false,2021,135,3.44,0.69,2022-04-01,24.6,2.75
dixonju01,2008-12-09,WAS,DET,4,7,0,1,16,18.5,2008-09,false,2009,417,3.33,0.1,2005-05-02,27.6,3.23
doleami01,2007-01-30,MIA,MIL,11,4,5,1,11,18.6,2006-07,false,2007,573,5.19,0.35,2005-02-05,17.0,4.84
doncilu01,2020-08-08,DAL,MIL,14,19,1,0,36,40.1,2019-20,false,2020,130,2.22,0.02,2021-02-12,39.3,2.2
doolike01,2012-04-20,BOS,ATL,2,3,1,0,17,15.3,2011-12,false,2012,747,3.12,0.17,2004-04-04,16.6,2.95
dorsejo01,2011-01-02,TOR,BOS,13,2,2,0,13,15.2,2010-11,false,2011,36,3.48,0.15,2010-12-15,14.9,3.33
dorsety01,2019-03-22,MEM,ORL,3,9,1,0,29,23.1,2018-19,false,2019,93,3.71,0.85,2019-03-25,19.0,2.86
dortlu01,2021-04-13,OKC,UTA,7,3,4,0,42,30.9,2020-21,false,2021,84,3.35,0.76,2021-11-17,26.5,2.59
dosunay01,2022-01-15,CHI,BOS,4,10,0,0,21,24.4,2021-22,false,2022,36,2.74,0.55,2022-02-11,20.9,2.19
dotsoda01,2018-04-06,NYK,MIA,11,1,1,1,30,25.4,2017-18,false,2018,40,3.38,0.51,2019-03-10,21.7,2.87
doubyqu01,2006-12-30,SAC,GSW,5,1,3,1,21,20.8,2006-07,false,2007,11,5.21,0.45,2008-04-15,21.1,4.76
douglch01,2011-01-07,MIL,MIA,5,2,2,4,30,26.0,2010-11,false,2011,129,3.56,0.31,2009-11-18,24.7,3.25
douglsh01,1994-04-03,BOS,PHI,8,22,3,0,27,36.4,1993-94,false,1994,353,3.71,0.46,1990-04-12,37.1,3.25
douglto01,2010-11-04,NYK,CHI,1,4,4,0,30,28.3,2010-11,false,2011,59,3.18,0.06,2011-04-05,26.4,3.12
doumbse01,2020-01-15,DET,BOS,2,1,1,0,24,19.6,2019-20,false,2020,14,3.63,0.62,2021-05-04,17.3,3.01
doziepj01,2021-04-24,DEN,HOU,7,3,2,2,23,24.3,2020-21,false,2021,93,3.95,0.01,2020-08-14,24.2,3.94
dragigo01,2010-01-25,PHO,UTA,3,3,0,0,32,26.7,2009-10,false,2010,100,4.17,0.67,2010-05-07,24.5,3.5
