id,terrestrial_date,sol,ls,month,min_temp,max_temp,pressure,wind_speed,atmo_opacity
1520,2017-02-05,1600,311,Month 11,-71,-7,850,NaN,Sunny
1518,2017-02-04,1599,310,Month 11,-72,-7,853,NaN,Sunny
1519,2017-02-03,1598,310,Month 11,-70,-4,849,NaN,Sunny
1517,2017-02-01,1597,309,Month 11,-73,-8,855,NaN,Sunny
1516,2017-01-31,1596,309,Month 11,-74,-6,850,NaN,Sunny
1515,2017-01-30,1595,308,Month 11,-71,-7,855,NaN,Sunny
1514,2017-01-29,1594,307,Month 11,-74,-6,855,NaN,Sunny
1513,2017-01-28,1593,307,Month 11,-72,-1,852,NaN,Sunny
1511,2017-01-27,1592,306,Month 11,-71,0,857,NaN,Sunny
1512,2017-01-26,1591,306,Month 11,-73,-1,852,NaN,Sunny
1509,2017-01-25,1590,305,Month 11,-76,-1,860,NaN,Sunny
1510,2017-01-24,1589,304,Month 11,-72,-2,857,NaN,Sunny
1507,2017-01-23,1588,304,Month 11,-72,0,858,NaN,Sunny
1508,2017-01-22,1587,303,Month 11,-73,-1,860,NaN,Sunny
1504,2017-01-21,1586,303,Month 11,-72,-1,858,NaN,Sunny
1506,2017-01-20,1585,302,Month 11,-76,-2,864,NaN,Sunny
1505,2017-01-19,1584,301,Month 11,-77,-2,860,NaN,Sunny
1502,2017-01-18,1583,301,Month 11,-75,-4,862,NaN,Sunny
1503,2017-01-17,1582,300,Month 11,-74,-1,862,NaN,Sunny
1501,2017-01-16,1581,299,Month 10,-72,-1,862,NaN,Sunny
1497,2017-01-15,1580,299,Month 10,-72,-2,867,NaN,Sunny
1500,2017-01-14,1579,298,Month 10,-73,-3,862,NaN,Sunny
1499,2017-01-13,1578,298,Month 10,-74,-5,868,NaN,Sunny
1498,2017-01-12,1577,297,Month 10,-72,-3,866,NaN,Sunny
1496,2017-01-11,1576,296,Month 10,-72,-1,869,NaN,Sunny
1494,2017-01-10,1575,296,Month 10,-73,0,871,NaN,Sunny
1495,2017-01-09,1574,295,Month 10,-72,4,868,NaN,Sunny
1493,2017-01-08,1573,295,Month 10,-74,-2,872,NaN,Sunny
1489,2017-01-07,1572,294,Month 10,-81,-6,869,NaN,Sunny
1490,2017-01-06,1571,293,Month 10,-70,-3,873,NaN,Sunny
1491,2017-01-05,1570,293,Month 10,-71,-6,873,NaN,Sunny
1492,2017-01-04,1569,292,Month 10,-70,-4,873,NaN,Sunny
1488,2017-01-03,1568,291,Month 10,-71,-5,876,NaN,Sunny
1486,2017-01-02,1567,291,Month 10,-70,-5,872,NaN,Sunny
1487,2017-01-01,1566,290,Month 10,-76,-6,876,NaN,Sunny
1480,2016-12-31,1565,290,Month 10,-72,-6,874,NaN,Sunny
1481,2016-12-30,1564,289,Month 10,-70,-7,877,NaN,Sunny
1483,2016-12-29,1563,288,Month 10,-75,-6,879,NaN,Sunny
1479,2016-12-28,1562,288,Month 10,-73,-5,877,NaN,Sunny
1485,2016-12-27,1561,287,Month 10,-77,-8,877,NaN,Sunny
1482,2016-12-25,1560,286,Month 10,-76,-10,877,NaN,Sunny
1484,2016-12-24,1559,286,Month 10,-76,-7,879,NaN,Sunny
1476,2016-12-23,1558,285,Month 10,-72,-6,880,NaN,Sunny
1475,2016-12-22,1557,284,Month 10,-70,-6,883,NaN,Sunny
1478,2016-12-21,1556,284,Month 10,-72,-5,883,NaN,Sunny
1477,2016-12-20,1555,283,Month 10,-71,-6,883,NaN,Sunny
1473,2016-12-19,1554,283,Month 10,-70,-7,882,NaN,Sunny
1474,2016-12-18,1553,282,Month 10,-77,-9,884,NaN,Sunny
1470,2016-12-17,1552,281,Month 10,-74,-6,886,NaN,Sunny
1471,2016-12-16,1551,281,Month 10,-71,0,886,NaN,Sunny
1472,2016-12-15,1550,280,Month 10,-71,-1,888,NaN,Sunny
1469,2016-12-14,1549,279,Month 10,-76,-2,887,NaN,Sunny
1468,2016-12-13,1548,279,Month 10,-76,-8,887,NaN,Sunny
1466,2016-12-12,1547,278,Month 10,-75,-8,887,NaN,Sunny
1467,2016-12-11,1546,277,Month 10,-73,-7,889,NaN,Sunny
1465,2016-12-10,1545,277,Month 10,-73,3,891,NaN,Sunny
1463,2016-12-09,1544,276,Month 10,-71,1,894,NaN,Sunny
1464,2016-12-08,1543,276,Month 10,-74,-7,896,NaN,Sunny
1462,2016-12-07,1542,275,Month 10,-73,-9,895,NaN,Sunny
1461,2016-12-06,1541,274,Month 10,-76,-8,895,NaN,Sunny
1460,2016-12-05,1540,274,Month 10,-72,-3,896,NaN,Sunny
1459,2016-12-04,1539,273,Month 10,-74,-1,896,NaN,Sunny
1457,2016-12-03,1538,272,Month 10,-73,-3,898,NaN,Sunny
1458,2016-12-02,1537,272,Month 10,-74,-7,900,NaN,Sunny
1456,2016-12-01,1536,271,Month 10,-71,-4,901,NaN,Sunny
1455,2016-11-30,1535,270,Month 10,-73,-1,900,NaN,Sunny
1454,2016-11-29,1534,270,Month 10,-73,-2,898,NaN,Sunny
1453,2016-11-28,1533,269,Month 9,-72,-4,896,NaN,Sunny
1448,2016-11-27,1532,268,Month 9,-72,-3,900,NaN,Sunny
1447,2016-11-26,1531,268,Month 9,-76,-10,900,NaN,Sunny
1452,2016-11-25,1530,267,Month 9,-71,-4,899,NaN,Sunny
1451,2016-11-24,1529,267,Month 9,-73,3,900,NaN,Sunny
1450,2016-11-23,1528,266,Month 9,-72,-4,898,NaN,Sunny
1449,2016-11-22,1527,265,Month 9,-71,-6,900,NaN,Sunny
1446,2016-11-21,1526,265,Month 9,-72,-2,900,NaN,Sunny
1445,2016-11-20,1525,264,Month 9,-74,-2,902,NaN,Sunny
1444,2016-11-18,1524,263,Month 9,-76,-4,904,NaN,Sunny
1443,2016-11-17,1523,263,Month 9,-77,-10,905,NaN,Sunny
1442,2016-11-16,1522,262,Month 9,-71,-2,905,NaN,Sunny
1441,2016-11-15,1521,261,Month 9,-71,-1,905,NaN,Sunny
1439,2016-11-14,1520,261,Month 9,-73,-2,905,NaN,Sunny
1440,2016-11-13,1519,260,Month 9,-72,5,906,NaN,Sunny
1438,2016-11-12,1518,259,Month 9,-78,-8,909,NaN,Sunny
1437,2016-11-11,1517,259,Month 9,-76,2,911,NaN,Sunny
1436,2016-11-10,1516,258,Month 9,-71,4,909,NaN,Sunny
1435,2016-11-09,1515,257,Month 9,-76,3,906,NaN,Sunny
1434,2016-11-08,1514,257,Month 9,-73,0,906,NaN,Sunny
1433,2016-11-07,1513,256,Month 9,-74,-1,907,NaN,Sunny
1432,2016-11-06,1512,255,Month 9,-78,0,906,NaN,Sunny
1429,2016-11-05,1511,255,Month 9,-77,0,908,NaN,Sunny
1431,2016-11-04,1510,254,Month 9,-70,2,908,NaN,Sunny
1430,2016-11-03,1509,254,Month 9,-70,3,910,NaN,Sunny
1428,2016-11-02,1508,253,Month 9,-70,-2,907,NaN,Sunny
1427,2016-11-01,1507,252,Month 9,-70,-3,907,NaN,Sunny
1426,2016-10-31,1506,252,Month 9,-71,-1,907,NaN,Sunny
1425,2016-10-30,1505,251,Month 9,-69,2,906,NaN,Sunny
1423,2016-10-29,1504,250,Month 9,-69,-1,910,NaN,Sunny
1424,2016-10-28,1503,250,Month 9,-70,3,909,NaN,Sunny
1422,2016-10-27,1502,249,Month 9,-69,0,907,NaN,Sunny
1421,2016-10-26,1501,248,Month 9,-69,3,903,NaN,Sunny
1420,2016-10-25,1500,248,Month 9,-70,-4,903,NaN,Sunny
1419,2016-10-24,1499,247,Month 9,-69,-2,903,NaN,Sunny
1418,2016-10-23,1498,246,Month 9,-68,-9,907,NaN,Sunny
1417,2016-10-22,1497,246,Month 9,-68,-5,909,NaN,Sunny
1415,2016-10-21,1496,245,Month 9,-72,-8,906,NaN,Sunny
1416,2016-10-20,1495,244,Month 9,-71,-7,903,NaN,Sunny
1414,2016-10-19,1494,244,Month 9,-70,-8,904,NaN,Sunny
1413,2016-10-18,1493,243,Month 9,-70,-11,905,NaN,Sunny
1412,2016-10-17,1492,242,Month 9,-68,-10,910,NaN,Sunny
1409,2016-10-16,1491,242,Month 9,-69,-8,906,NaN,Sunny
1411,2016-10-15,1490,241,Month 9,-66,-10,904,NaN,Sunny
1410,2016-10-14,1489,240,Month 9,-68,-8,903,NaN,Sunny
1408,2016-10-12,1488,240,Month 9,-69,-6,902,NaN,Sunny
1407,2016-10-11,1487,239,Month 8,-68,-5,901,NaN,Sunny
1406,2016-10-10,1486,239,Month 8,-71,-1,901,NaN,Sunny
1405,2016-10-09,1485,238,Month 8,-71,3,899,NaN,Sunny
1404,2016-10-08,1484,237,Month 8,-68,4,895,NaN,Sunny
1402,2016-10-07,1483,237,Month 8,-68,1,892,NaN,Sunny
1403,2016-10-06,1482,236,Month 8,-68,2,893,NaN,Sunny
1401,2016-10-05,1481,235,Month 8,-70,1,893,NaN,Sunny
1400,2016-10-04,1480,235,Month 8,-68,1,893,NaN,Sunny
1398,2016-10-03,1479,234,Month 8,-66,3,890,NaN,Sunny
1399,2016-10-02,1478,233,Month 8,-68,1,887,NaN,Sunny
1397,2016-10-01,1477,233,Month 8,-72,0,888,NaN,Sunny
1395,2016-09-30,1476,232,Month 8,-69,2,888,NaN,Sunny
1396,2016-09-29,1475,231,Month 8,-72,2,890,NaN,Sunny
1394,2016-09-28,1474,231,Month 8,-68,2,889,NaN,Sunny
1393,2016-09-27,1473,230,Month 8,-67,4,881,NaN,Sunny
1390,2016-09-26,1472,229,Month 8,-68,5,879,NaN,Sunny
1392,2016-09-25,1471,229,Month 8,-71,4,880,NaN,Sunny
1391,2016-09-24,1470,228,Month 8,-70,1,879,NaN,Sunny
1389,2016-09-23,1469,228,Month 8,-72,1,881,NaN,Sunny
1388,2016-09-22,1468,227,Month 8,-70,5,879,NaN,Sunny
1387,2016-09-21,1467,226,Month 8,-69,-4,877,NaN,Sunny
1386,2016-09-20,1466,226,Month 8,-67,-6,873,NaN,Sunny
1385,2016-09-19,1465,225,Month 8,-68,-3,870,NaN,Sunny
1384,2016-09-18,1464,224,Month 8,-71,-6,871,NaN,Sunny
1383,2016-09-17,1463,224,Month 8,-68,-1,871,NaN,Sunny
1381,2016-09-16,1462,223,Month 8,-68,-5,871,NaN,Sunny
1382,2016-09-15,1461,222,Month 8,-69,-7,870,NaN,Sunny
1380,2016-09-14,1460,222,Month 8,-70,-4,865,NaN,Sunny
1379,2016-09-13,1459,221,Month 8,-71,-2,861,NaN,Sunny
1378,2016-09-12,1458,220,Month 8,-69,-1,859,NaN,Sunny
1375,2016-09-11,1457,220,Month 8,-69,-5,860,NaN,Sunny
1376,2016-09-10,1456,219,Month 8,-69,-1,859,NaN,Sunny
1377,2016-09-09,1455,219,Month 8,-70,-4,858,NaN,Sunny
1374,2016-09-08,1454,218,Month 8,-69,3,854,NaN,Sunny
1372,2016-09-07,1453,217,Month 8,-73,5,850,NaN,Sunny
1373,2016-09-06,1452,217,Month 8,-74,5,845,NaN,Sunny
1371,2016-09-04,1451,216,Month 8,-71,5,842,NaN,Sunny
1370,2016-09-03,1450,215,Month 8,-69,5,842,NaN,Sunny
1368,2016-09-02,1449,215,Month 8,-71,5,841,NaN,Sunny
1369,2016-09-01,1448,214,Month 8,-69,5,841,NaN,Sunny
1367,2016-08-31,1447,214,Month 8,-74,4,841,NaN,Sunny
1366,2016-08-30,1446,213,Month 8,-70,6,841,NaN,Sunny
1365,2016-08-29,1445,212,Month 8,-69,1,836,NaN,Sunny
1364,2016-08-28,1444,212,Month 8,-69,8,833,NaN,Sunny
1363,2016-08-27,1443,211,Month 8,-69,7,831,NaN,Sunny
1362,2016-08-26,1442,210,Month 8,-68,0,829,NaN,Sunny
1361,2016-08-25,1441,210,Month 8,-74,10,828,NaN,Sunny
1359,2016-08-24,1440,209,Month 7,-70,4,828,NaN,Sunny
1360,2016-08-23,1439,208,Month 7,-71,5,828,NaN,Sunny
1358,2016-08-22,1438,208,Month 7,-68,11,823,NaN,Sunny
1357,2016-08-21,1437,207,Month 7,-71,7,821,NaN,Sunny
1354,2016-08-20,1436,207,Month 7,-72,4,825,NaN,Sunny
1355,2016-08-19,1435,206,Month 7,-71,4,823,NaN,Sunny
1356,2016-08-18,1434,205,Month 7,-70,0,818,NaN,Sunny
1353,2016-08-17,1433,205,Month 7,-70,6,818,NaN,Sunny
1352,2016-08-16,1432,204,Month 7,-71,7,813,NaN,Sunny
1350,2016-08-15,1431,204,Month 7,-69,7,811,NaN,Sunny
1351,2016-08-14,1430,203,Month 7,-69,5,810,NaN,Sunny
1349,2016-08-13,1429,202,Month 7,-70,4,810,NaN,Sunny
1348,2016-08-12,1428,202,Month 7,-72,4,808,NaN,Sunny
1347,2016-08-11,1427,201,Month 7,-72,8,807,NaN,Sunny
1346,2016-08-10,1426,200,Month 7,-71,-6,803,NaN,Sunny
1345,2016-08-09,1425,200,Month 7,-72,-8,804,NaN,Sunny
1344,2016-08-08,1424,199,Month 7,-72,-8,803,NaN,Sunny
1341,2016-08-07,1423,199,Month 7,-71,-9,800,NaN,Sunny
1342,2016-08-06,1422,198,Month 7,-72,-9,798,NaN,Sunny
1343,2016-08-05,1421,197,Month 7,-72,-9,797,NaN,Sunny
1340,2016-08-04,1420,197,Month 7,-71,-8,793,NaN,Sunny
1339,2016-08-03,1419,196,Month 7,-73,-7,793,NaN,Sunny
1338,2016-08-02,1418,196,Month 7,-73,-9,793,NaN,Sunny
1337,2016-08-01,1417,195,Month 7,-70,-8,791,NaN,Sunny
1335,2016-07-31,1416,194,Month 7,-72,5,791,NaN,Sunny
1334,2016-07-29,1415,194,Month 7,-72,8,787,NaN,Sunny
1336,2016-07-28,1414,193,Month 7,-73,7,785,NaN,Sunny
1332,2016-07-27,1413,193,Month 7,-72,5,784,NaN,Sunny
1333,2016-07-26,1412,192,Month 7,-78,4,784,NaN,Sunny
1331,2016-07-25,1411,191,Month 7,-72,6,782,NaN,Sunny
1330,2016-07-24,1410,191,Month 7,-72,7,782,NaN,Sunny
1326,2016-07-23,1409,190,Month 7,-74,-9,781,NaN,Sunny
1327,2016-07-22,1408,190,Month 7,-75,-10,779,NaN,Sunny
1329,2016-07-21,1407,189,Month 7,-74,-9,779,NaN,Sunny
1328,2016-07-20,1406,188,Month 7,-76,-9,775,NaN,Sunny
1325,2016-07-19,1405,188,Month 7,-75,-2,775,NaN,Sunny
1324,2016-07-18,1404,187,Month 7,-75,-10,774,NaN,Sunny
1323,2016-07-17,1403,187,Month 7,-75,-9,771,NaN,Sunny
1320,2016-07-16,1402,186,Month 7,-75,-11,771,NaN,Sunny
1321,2016-07-15,1401,185,Month 7,-73,-4,770,NaN,Sunny
1322,2016-07-14,1400,185,Month 7,-73,3,770,NaN,Sunny
1319,2016-07-13,1399,184,Month 7,-73,1,770,NaN,Sunny
1318,2016-07-12,1398,184,Month 7,-66,3,751,NaN,Sunny
1317,2016-07-02,1388,178,Month 6,-73,4,756,NaN,Sunny
1316,2016-07-01,1387,177,Month 6,-74,2,755,NaN,Sunny
1315,2016-06-30,1386,177,Month 6,-74,-1,755,NaN,Sunny
1314,2016-06-29,1385,176,Month 6,-75,-3,755,NaN,Sunny
1313,2016-06-28,1384,176,Month 6,-74,2,753,NaN,Sunny
1312,2016-06-27,1383,175,Month 6,-73,3,752,NaN,Sunny
1310,2016-06-26,1382,174,Month 6,-76,-4,752,NaN,Sunny
1309,2016-06-25,1381,174,Month 6,-73,-8,751,NaN,Sunny
1311,2016-06-24,1380,173,Month 6,-74,-7,751,NaN,Sunny
1307,2016-06-23,1379,173,Month 6,-77,-7,751,NaN,Sunny
1308,2016-06-21,1378,172,Month 6,-76,1,751,NaN,Sunny
1306,2016-06-20,1377,172,Month 6,-76,1,749,NaN,Sunny
1305,2016-06-19,1376,171,Month 6,-75,0,749,NaN,Sunny
1304,2016-06-18,1375,170,Month 6,-73,-2,749,NaN,Sunny
1302,2016-06-17,1374,170,Month 6,-75,-5,748,NaN,Sunny
1303,2016-06-16,1373,169,Month 6,-74,-3,746,NaN,Sunny
1300,2016-06-15,1372,169,Month 6,-74,-4,745,NaN,Sunny
1301,2016-06-14,1371,168,Month 6,-75,-2,746,NaN,Sunny
1298,2016-06-13,1370,168,Month 6,-74,-1,744,NaN,Sunny
1299,2016-06-12,1369,167,Month 6,-73,1,742,NaN,Sunny
1297,2016-06-11,1368,167,Month 6,-74,-16,743,NaN,Sunny
1296,2016-06-10,1367,166,Month 6,-74,-14,743,NaN,Sunny
1295,2016-06-09,1366,165,Month 6,-75,-15,740,NaN,Sunny
1294,2016-06-08,1365,165,Month 6,-74,-15,739,NaN,Sunny
1293,2016-06-07,1364,164,Month 6,-74,-16,740,NaN,Sunny
1292,2016-06-06,1363,164,Month 6,-75,-14,740,NaN,Sunny
1291,2016-06-05,1362,163,Month 6,-74,-17,739,NaN,Sunny
1290,2016-06-04,1361,163,Month 6,-75,-16,739,NaN,Sunny
1289,2016-06-03,1360,162,Month 6,-76,-16,739,NaN,Sunny
1288,2016-06-02,1359,162,Month 6,-76,-13,739,NaN,Sunny
1287,2016-06-01,1358,161,Month 6,-74,-16,738,NaN,Sunny
1285,2016-05-31,1357,160,Month 6,-72,-16,738,NaN,Sunny
1286,2016-05-30,1356,160,Month 6,-74,-5,739,NaN,Sunny
1284,2016-05-29,1355,159,Month 6,-75,-11,740,NaN,Sunny
1282,2016-05-28,1354,159,Month 6,-75,-5,739,NaN,Sunny
1281,2016-05-27,1353,158,Month 6,-76,-6,737,NaN,Sunny
1283,2016-05-26,1352,158,Month 6,-73,-6,736,NaN,Sunny
1280,2016-05-25,1351,157,Month 6,-72,-12,739,NaN,Sunny
1279,2016-05-24,1350,157,Month 6,-73,-9,738,NaN,Sunny
1278,2016-05-23,1349,156,Month 6,-73,-9,737,NaN,Sunny
1275,2016-05-22,1348,156,Month 6,-76,-15,735,NaN,Sunny
1277,2016-05-21,1347,155,Month 6,-75,-16,736,NaN,Sunny
1274,2016-05-20,1346,155,Month 6,-75,-16,737,NaN,Sunny
1276,2016-05-19,1345,154,Month 6,-75,-19,735,NaN,Sunny
1273,2016-05-18,1344,153,Month 6,-75,-14,734,NaN,Sunny
1272,2016-05-17,1343,153,Month 6,-74,-8,735,NaN,Sunny
1271,2016-05-15,1342,152,Month 6,-80,-7,735,NaN,Sunny
1270,2016-05-14,1341,152,Month 6,-76,-9,735,NaN,Sunny
1269,2016-05-13,1340,151,Month 6,-76,-15,734,NaN,Sunny
1268,2016-05-12,1339,151,Month 6,-77,-18,733,NaN,Sunny
1267,2016-05-11,1338,150,Month 6,-75,-18,734,NaN,Sunny
1266,2016-05-10,1337,150,Month 6,-76,-13,734,NaN,Sunny
1265,2016-05-09,1336,149,Month 5,-75,-12,732,NaN,Sunny
1264,2016-05-08,1335,149,Month 5,-77,-10,732,NaN,Sunny
1261,2016-05-07,1334,148,Month 5,-77,-12,732,NaN,Sunny
1263,2016-05-06,1333,148,Month 5,-76,-18,733,NaN,Sunny
1262,2016-05-05,1332,147,Month 5,-78,-11,734,NaN,Sunny
1260,2016-05-04,1331,147,Month 5,-76,-19,734,NaN,Sunny
1259,2016-05-03,1330,146,Month 5,-78,-14,734,NaN,Sunny
1258,2016-05-02,1329,146,Month 5,-74,-15,735,NaN,Sunny
1257,2016-05-01,1328,145,Month 5,-77,-12,735,NaN,Sunny
1255,2016-04-30,1327,145,Month 5,-76,-11,736,NaN,Sunny
1254,2016-04-29,1326,144,Month 5,-77,-15,738,NaN,Sunny
1256,2016-04-28,1325,144,Month 5,-78,-14,738,NaN,Sunny
1253,2016-04-27,1324,143,Month 5,-78,-9,738,NaN,Sunny
1252,2016-04-26,1323,142,Month 5,-77,-11,738,NaN,Sunny
1251,2016-04-25,1322,142,Month 5,-78,-10,740,NaN,Sunny
1249,2016-04-24,1321,141,Month 5,-77,-15,740,NaN,Sunny
1250,2016-04-23,1320,141,Month 5,-77,-11,741,NaN,Sunny
1248,2016-04-22,1319,140,Month 5,-78,-8,742,NaN,Sunny
1247,2016-04-21,1318,140,Month 5,-80,-15,743,NaN,Sunny
1246,2016-04-20,1317,139,Month 5,-80,-15,743,NaN,Sunny
1245,2016-04-19,1316,139,Month 5,-80,-20,744,NaN,Sunny
1244,2016-04-18,1315,138,Month 5,-77,-14,744,NaN,Sunny
1242,2016-04-17,1314,138,Month 5,-78,-14,744,NaN,Sunny
1241,2016-04-16,1313,137,Month 5,-77,-14,745,NaN,Sunny
1243,2016-04-15,1312,137,Month 5,-77,-12,745,NaN,Sunny
1240,2016-04-14,1311,136,Month 5,-78,-11,745,NaN,Sunny
1239,2016-04-13,1310,136,Month 5,-76,-15,745,NaN,Sunny
1238,2016-04-12,1309,135,Month 5,-81,-19,747,NaN,Sunny
1237,2016-04-11,1308,135,Month 5,-81,-23,748,NaN,Sunny
1236,2016-04-10,1307,134,Month 5,-80,-27,748,NaN,Sunny
1234,2016-04-08,1306,134,Month 5,-79,-23,748,NaN,Sunny
1235,2016-04-07,1305,133,Month 5,-80,-21,749,NaN,Sunny
1233,2016-04-06,1304,133,Month 5,-80,-22,750,NaN,Sunny
1232,2016-04-05,1303,132,Month 5,-78,-26,751,NaN,Sunny
1231,2016-04-04,1302,132,Month 5,-80,-24,751,NaN,Sunny
1230,2016-04-03,1301,131,Month 5,-78,-20,752,NaN,Sunny
1227,2016-04-02,1300,131,Month 5,-79,-16,752,NaN,Sunny
1228,2016-04-01,1299,130,Month 5,-80,-19,753,NaN,Sunny
1229,2016-03-31,1298,130,Month 5,-79,-17,755,NaN,Sunny
1225,2016-03-30,1297,129,Month 5,-80,-24,755,NaN,Sunny
1226,2016-03-29,1296,129,Month 5,-79,-25,756,NaN,Sunny
1224,2016-03-28,1295,128,Month 5,-79,-20,757,NaN,Sunny
1223,2016-03-27,1294,128,Month 5,-79,-16,758,NaN,Sunny
1221,2016-03-26,1293,127,Month 5,-81,-21,758,NaN,Sunny
1222,2016-03-25,1292,127,Month 5,-81,-22,760,NaN,Sunny
1220,2016-03-24,1291,126,Month 5,-80,-21,760,NaN,Sunny
1219,2016-03-21,1288,125,Month 5,-80,-16,763,NaN,Sunny
1218,2016-03-20,1287,124,Month 5,-80,-18,764,NaN,Sunny
1215,2016-03-19,1286,124,Month 5,-80,-19,765,NaN,Sunny
1217,2016-03-18,1285,123,Month 5,-80,-13,766,NaN,Sunny
1216,2016-03-17,1284,123,Month 5,-80,-21,767,NaN,Sunny
1214,2016-03-16,1283,123,Month 5,-82,-20,767,NaN,Sunny
1213,2016-03-15,1282,122,Month 5,-81,-16,768,NaN,Sunny
1212,2016-03-14,1281,122,Month 5,-83,-22,769,NaN,Sunny
1211,2016-03-13,1280,121,Month 5,-84,-23,771,NaN,Sunny
1209,2016-03-12,1279,121,Month 5,-83,-29,772,NaN,Sunny
1210,2016-03-11,1278,120,Month 5,-83,-29,773,NaN,Sunny
1208,2016-03-10,1277,120,Month 5,-84,-28,774,NaN,Sunny
1207,2016-03-09,1276,119,Month 4,-83,-20,774,NaN,Sunny
1206,2016-03-08,1275,119,Month 4,-82,-17,775,NaN,Sunny
1205,2016-03-07,1274,118,Month 4,-82,-17,777,NaN,Sunny
1204,2016-03-06,1273,118,Month 4,-79,-19,778,NaN,Sunny
1203,2016-03-05,1272,117,Month 4,-81,-23,780,NaN,Sunny
1202,2016-03-04,1271,117,Month 4,-84,-22,781,NaN,Sunny
1200,2016-03-03,1270,116,Month 4,-82,-18,782,NaN,Sunny
1201,2016-03-01,1269,116,Month 4,-83,-17,782,NaN,Sunny
1199,2016-02-29,1268,115,Month 4,-83,-24,784,NaN,Sunny
1198,2016-02-28,1267,115,Month 4,-83,-24,786,NaN,Sunny
1196,2016-02-27,1266,114,Month 4,-82,-27,787,NaN,Sunny
1197,2016-02-26,1265,114,Month 4,-81,-28,787,NaN,Sunny
1195,2016-02-25,1264,113,Month 4,-84,-27,787,NaN,Sunny
1194,2016-02-24,1263,113,Month 4,-84,-29,788,NaN,Sunny
1193,2016-02-23,1262,112,Month 4,-81,-29,790,NaN,Sunny
1192,2016-02-22,1261,112,Month 4,-81,-25,790,NaN,Sunny
1191,2016-02-21,1260,112,Month 4,-83,-23,792,NaN,Sunny
1190,2016-02-20,1259,111,Month 4,-84,-25,794,NaN,Sunny
1189,2016-02-19,1258,111,Month 4,-83,-23,794,NaN,Sunny
1188,2016-02-18,1257,110,Month 4,-84,-21,794,NaN,Sunny
1186,2016-02-17,1256,110,Month 4,-84,-27,797,NaN,Sunny
1187,2016-02-16,1255,109,Month 4,-84,-25,798,NaN,Sunny
1183,2016-02-15,1254,109,Month 4,-84,-29,799,NaN,Sunny
1181,2016-02-14,1253,108,Month 4,-85,-26,800,NaN,Sunny
1184,2016-02-13,1252,108,Month 4,-85,-31,802,NaN,Sunny
1185,2016-02-12,1251,107,Month 4,-85,-27,803,NaN,Sunny
1182,2016-02-11,1250,107,Month 4,-85,-28,804,NaN,Sunny
1180,2016-02-10,1249,106,Month 4,-85,-32,806,NaN,Sunny
1179,2016-02-09,1248,106,Month 4,-86,-23,807,NaN,Sunny
1177,2016-02-08,1247,105,Month 4,-85,-25,809,NaN,Sunny
1178,2016-02-07,1246,105,Month 4,-85,-25,810,NaN,Sunny
1176,2016-02-06,1245,105,Month 4,-86,-26,811,NaN,Sunny
1175,2016-02-05,1244,104,Month 4,-85,-26,812,NaN,Sunny
1174,2016-02-04,1243,104,Month 4,-86,-26,814,NaN,Sunny
1173,2016-02-03,1242,103,Month 4,-87,-26,815,NaN,Sunny
1172,2016-02-02,1241,103,Month 4,-87,-28,816,NaN,Sunny
1171,2016-02-01,1240,102,Month 4,-87,-24,816,NaN,Sunny
1168,2016-01-31,1239,102,Month 4,-89,-26,818,NaN,Sunny
1167,2016-01-30,1238,101,Month 4,-87,-26,819,NaN,Sunny
1169,2016-01-29,1237,101,Month 4,-88,-29,820,NaN,Sunny
1170,2016-01-28,1236,100,Month 4,-87,-26,822,NaN,Sunny
1165,2016-01-27,1235,100,Month 4,-88,-28,824,NaN,Sunny
1166,2016-01-26,1234,99,Month 4,-88,-26,824,NaN,Sunny
1164,2016-01-24,1233,99,Month 4,-88,-27,826,NaN,Sunny
1163,2016-01-23,1232,99,Month 4,-88,-28,827,NaN,Sunny
1162,2016-01-22,1231,98,Month 4,-88,-26,828,NaN,Sunny
1161,2016-01-21,1230,98,Month 4,-88,-26,830,NaN,Sunny
1160,2016-01-20,1229,97,Month 4,-88,-26,831,NaN,Sunny
1159,2016-01-19,1228,97,Month 4,-88,-28,832,NaN,Sunny
1158,2016-01-18,1227,96,Month 4,-88,-26,833,NaN,Sunny
1157,2016-01-17,1226,96,Month 4,-87,-24,835,NaN,Sunny
1156,2016-01-16,1225,95,Month 4,-87,-28,836,NaN,Sunny
1154,2016-01-15,1224,95,Month 4,-88,-29,837,NaN,Sunny
1155,2016-01-14,1223,94,Month 4,-88,-26,839,NaN,Sunny
1153,2016-01-13,1222,94,Month 4,-87,-28,840,NaN,Sunny
1152,2016-01-12,1221,93,Month 4,-87,-28,841,NaN,Sunny
1151,2016-01-11,1220,93,Month 4,-87,-28,842,NaN,Sunny
1150,2016-01-10,1219,93,Month 4,-87,-27,844,NaN,Sunny
1149,2016-01-09,1218,92,Month 4,-86,-32,845,NaN,Sunny
1148,2016-01-08,1217,92,Month 4,-88,-27,846,NaN,Sunny
1147,2016-01-07,1216,91,Month 4,-86,-28,847,NaN,Sunny
1146,2016-01-06,1215,91,Month 4,-85,-27,848,NaN,Sunny
1144,2016-01-05,1214,90,Month 4,-85,-24,849,NaN,Sunny
1145,2016-01-04,1213,90,Month 4,-84,-27,851,NaN,Sunny
1143,2016-01-03,1212,89,Month 3,-86,-28,851,NaN,Sunny
1142,2016-01-02,1211,89,Month 3,-83,-22,853,NaN,Sunny
