,Unnamed: 0,year,country,word,frequency,count,freq_prop_headlines,word_len,freq_rank,hfreq_rank,theme
109,771,2011,India,abduct,4,2438,0.001640689,6,63,63,crime and violence
110,772,2012,India,abduct,4,3634,0.001100715,6,63,63,crime and violence
111,773,2013,India,abduct,5,4910,0.00101833,6,63,63,crime and violence
112,774,2014,India,abduct,8,7502,0.001066382,6,63,63,crime and violence
113,775,2015,India,abduct,6,10532,0.000569692,6,63,63,crime and violence
114,776,2016,India,abduct,34,14012,0.002426492,6,63,63,crime and violence
115,777,2017,India,abduct,24,17097,0.001403755,6,63,63,crime and violence
116,778,2018,India,abduct,28,19170,0.001460616,6,63,63,crime and violence
117,779,2019,India,abduct,43,20849,0.002062449,6,63,63,crime and violence
118,780,2020,India,abduct,39,21942,0.0017774129999999996,6,63,63,crime and violence
119,781,2021,India,abduct,26,12622,0.002059895,6,63,63,crime and violence
132,923,2010,India,equality,0,1584,0.0,8,76,76,empowerment
133,924,2011,India,equality,5,2438,0.002050861,8,76,76,empowerment
134,925,2012,India,equality,4,3634,0.001100715,8,76,76,empowerment
135,926,2013,India,equality,9,4910,0.001832994,8,76,76,empowerment
136,927,2014,India,equality,18,7502,0.00239936,8,76,76,empowerment
137,928,2015,India,equality,27,10532,0.002563616,8,76,76,empowerment
138,929,2016,India,equality,29,14012,0.002069655,8,76,76,empowerment
139,930,2017,India,equality,36,17097,0.002105633,8,76,76,empowerment
140,931,2018,India,equality,44,19170,0.002295253,8,76,76,empowerment
141,932,2019,India,equality,59,20849,0.002829872,8,76,76,empowerment
142,933,2020,India,equality,45,21942,0.002050861,8,76,76,empowerment
143,934,2021,India,equality,22,12622,0.0017429879999999998,8,76,76,empowerment
156,1127,2010,India,elect,0,1584,0.0,5,89,89,empowerment
157,1128,2011,India,elect,1,2438,0.000410172,5,89,89,empowerment
158,1129,2012,India,elect,4,3634,0.001100715,5,89,89,empowerment
159,1130,2013,India,elect,2,4910,0.000407332,5,89,89,empowerment
160,1131,2014,India,elect,8,7502,0.001066382,5,89,89,empowerment
161,1132,2015,India,elect,17,10532,0.0016141279999999998,5,89,89,empowerment
162,1133,2016,India,elect,27,14012,0.00192692,5,89,89,empowerment
163,1134,2017,India,elect,20,17097,0.001169796,5,89,89,empowerment
164,1135,2018,India,elect,33,19170,0.00172144,5,89,89,empowerment
165,1136,2019,India,elect,26,20849,0.001247062,5,89,89,empowerment
166,1137,2020,India,elect,71,21942,0.003235803,5,89,89,empowerment
167,1138,2021,India,elect,18,12622,0.001426081,5,89,89,empowerment
168,1144,2010,India,fighter,0,1584,0.0,7,90,90,empowerment
169,1145,2011,India,fighter,5,2438,0.002050861,7,90,90,empowerment
170,1146,2012,India,fighter,3,3634,0.000825537,7,90,90,empowerment
171,1147,2013,India,fighter,3,4910,0.0006109980000000001,7,90,90,empowerment
172,1148,2014,India,fighter,15,7502,0.001999467,7,90,90,empowerment
173,1149,2015,India,fighter,39,10532,0.003703,7,90,90,empowerment
174,1150,2016,India,fighter,55,14012,0.003925207,7,90,90,empowerment
175,1151,2017,India,fighter,32,17097,0.001871673,7,90,90,empowerment
176,1152,2018,India,fighter,56,19170,0.002921231,7,90,90,empowerment
177,1153,2019,India,fighter,42,20849,0.002014485,7,90,90,empowerment
178,1154,2020,India,fighter,32,21942,0.00145839,7,90,90,empowerment
179,1155,2021,India,fighter,18,12622,0.001426081,7,90,90,empowerment
180,1195,2010,India,metoo,0,1584,0.0,5,97,97,empowerment
181,1196,2011,India,metoo,0,2438,0.0,5,97,97,empowerment
182,1197,2012,India,metoo,0,3634,0.0,5,97,97,empowerment
183,1198,2013,India,metoo,0,4910,0.0,5,97,97,empowerment
184,1199,2014,India,metoo,0,7502,0.0,5,97,97,empowerment
185,1200,2015,India,metoo,0,10532,0.0,5,97,97,empowerment
186,1201,2016,India,metoo,0,14012,0.0,5,97,97,empowerment
187,1202,2017,India,metoo,31,17097,0.001813184,5,97,97,empowerment
188,1203,2018,India,metoo,281,19170,0.01465832,5,97,97,empowerment
189,1204,2019,India,metoo,53,20849,0.002542088,5,97,97,empowerment
190,1205,2020,India,metoo,24,21942,0.001093793,5,97,97,empowerment
191,1206,2021,India,metoo,16,12622,0.001267628,5,97,97,empowerment
192,1212,2010,India,temple,0,1584,0.0,6,99,99,"race, ethnicity and identity"
193,1213,2011,India,temple,3,2438,0.001230517,6,99,99,"race, ethnicity and identity"
194,1214,2012,India,temple,2,3634,0.000550358,6,99,99,"race, ethnicity and identity"
195,1215,2013,India,temple,8,4910,0.001629328,6,99,99,"race, ethnicity and identity"
196,1216,2014,India,temple,9,7502,0.00119968,6,99,99,"race, ethnicity and identity"
197,1217,2015,India,temple,24,10532,0.002278769,6,99,99,"race, ethnicity and identity"
198,1218,2016,India,temple,95,14012,0.006779903,6,99,99,"race, ethnicity and identity"
199,1219,2017,India,temple,32,17097,0.001871673,6,99,99,"race, ethnicity and identity"
200,1220,2018,India,temple,113,19170,0.005894627,6,99,99,"race, ethnicity and identity"
201,1221,2019,India,temple,88,20849,0.004220826,6,99,99,"race, ethnicity and identity"
202,1222,2020,India,temple,30,21942,0.0013672410000000002,6,99,99,"race, ethnicity and identity"
203,1223,2021,India,temple,16,12622,0.001267628,6,99,99,"race, ethnicity and identity"
204,1314,2010,India,racist,0,1584,0.0,6,105,105,crime and violence
205,1315,2011,India,racist,0,2438,0.0,6,105,105,crime and violence
206,1316,2012,India,racist,4,3634,0.001100715,6,105,105,crime and violence
207,1317,2013,India,racist,9,4910,0.001832994,6,105,105,crime and violence
208,1318,2014,India,racist,3,7502,0.000399893,6,105,105,crime and violence
209,1319,2015,India,racist,11,10532,0.001044436,6,105,105,crime and violence
210,1320,2016,India,racist,5,14012,0.000356837,6,105,105,crime and violence
211,1321,2017,India,racist,21,17097,0.001228286,6,105,105,crime and violence
212,1322,2018,India,racist,26,19170,0.001356286,6,105,105,crime and violence
213,1323,2019,India,racist,26,20849,0.001247062,6,105,105,crime and violence
214,1324,2020,India,racist,51,21942,0.00232431,6,105,105,crime and violence
215,1325,2021,India,racist,15,12622,0.001188401,6,105,105,crime and violence
228,1382,2010,India,writer,0,1584,0.0,6,109,109,empowerment
229,1383,2011,India,writer,5,2438,0.002050861,6,109,109,empowerment
230,1384,2012,India,writer,4,3634,0.001100715,6,109,109,empowerment
231,1385,2013,India,writer,10,4910,0.00203666,6,109,109,empowerment
232,1386,2014,India,writer,12,7502,0.001599573,6,109,109,empowerment
233,1387,2015,India,writer,25,10532,0.002373718,6,109,109,empowerment
234,1388,2016,India,writer,31,14012,0.002212389,6,109,109,empowerment
235,1389,2017,India,writer,26,17097,0.001520735,6,109,109,empowerment
236,1390,2018,India,writer,42,19170,0.002190923,6,109,109,empowerment
237,1391,2019,India,writer,46,20849,0.002206341,6,109,109,empowerment
238,1392,2020,India,writer,42,21942,0.001914137,6,109,109,empowerment
239,1393,2021,India,writer,14,12622,0.001109174,6,109,109,empowerment
264,1569,2010,India,makeup,0,1584,0.0,6,124,124,female stereotypes
265,1570,2011,India,makeup,3,2438,0.001230517,6,124,124,female stereotypes
266,1571,2012,India,makeup,1,3634,0.000275179,6,124,124,female stereotypes
267,1572,2013,India,makeup,1,4910,0.000203666,6,124,124,female stereotypes
268,1573,2014,India,makeup,12,7502,0.001599573,6,124,124,female stereotypes
269,1574,2015,India,makeup,22,10532,0.0020888720000000003,6,124,124,female stereotypes
270,1575,2016,India,makeup,42,14012,0.002997431,6,124,124,female stereotypes
271,1576,2017,India,makeup,20,17097,0.001169796,6,124,124,female stereotypes
272,1577,2018,India,makeup,32,19170,0.001669275,6,124,124,female stereotypes
273,1578,2019,India,makeup,31,20849,0.001486882,6,124,124,female stereotypes
274,1579,2020,India,makeup,26,21942,0.001184942,6,124,124,female stereotypes
275,1580,2021,India,makeup,10,12622,0.0007922669999999999,6,124,124,female stereotypes
276,2130,2010,India,nigerian,0,1584,0.0,8,169,169,"race, ethnicity and identity"
277,2131,2011,India,nigerian,3,2438,0.001230517,8,169,169,"race, ethnicity and identity"
278,2132,2012,India,nigerian,4,3634,0.001100715,8,169,169,"race, ethnicity and identity"
279,2133,2013,India,nigerian,1,4910,0.000203666,8,169,169,"race, ethnicity and identity"
280,2134,2014,India,nigerian,9,7502,0.00119968,8,169,169,"race, ethnicity and identity"
281,2135,2015,India,nigerian,8,10532,0.00075959,8,169,169,"race, ethnicity and identity"
282,2136,2016,India,nigerian,9,14012,0.000642307,8,169,169,"race, ethnicity and identity"
283,2137,2017,India,nigerian,11,17097,0.0006433880000000001,8,169,169,"race, ethnicity and identity"
284,2138,2018,India,nigerian,12,19170,0.000625978,8,169,169,"race, ethnicity and identity"
285,2139,2019,India,nigerian,8,20849,0.000383711,8,169,169,"race, ethnicity and identity"
286,2140,2020,India,nigerian,4,21942,0.000182299,8,169,169,"race, ethnicity and identity"
287,2141,2021,India,nigerian,4,12622,0.000316907,8,169,169,"race, ethnicity and identity"
300,2198,2010,India,witchcraft,0,1584,0.0,10,174,174,female stereotypes
301,2199,2011,India,witchcraft,0,2438,0.0,10,174,174,female stereotypes
302,2200,2012,India,witchcraft,1,3634,0.000275179,10,174,174,female stereotypes
303,2201,2013,India,witchcraft,0,4910,0.0,10,174,174,female stereotypes
304,2202,2014,India,witchcraft,4,7502,0.000533191,10,174,174,female stereotypes
305,2203,2015,India,witchcraft,4,10532,0.000379795,10,174,174,female stereotypes
306,2204,2016,India,witchcraft,4,14012,0.00028547,10,174,174,female stereotypes
307,2205,2017,India,witchcraft,3,17097,0.000175469,10,174,174,female stereotypes
308,2206,2018,India,witchcraft,5,19170,0.000260824,10,174,174,female stereotypes
309,2207,2019,India,witchcraft,4,20849,0.000191856,10,174,174,female stereotypes
310,2208,2020,India,witchcraft,6,21942,0.000273448,10,174,174,female stereotypes
311,2209,2021,India,witchcraft,4,12622,0.000316907,10,174,174,female stereotypes
312,2232,2010,India,housewife,0,1584,0.0,9,176,176,female stereotypes
313,2233,2011,India,housewife,2,2438,0.000820345,9,176,176,female stereotypes
314,2234,2012,India,housewife,2,3634,0.000550358,9,176,176,female stereotypes
315,2235,2013,India,housewife,4,4910,0.000814664,9,176,176,female stereotypes
316,2236,2014,India,housewife,5,7502,0.0006664889999999999,9,176,176,female stereotypes
317,2237,2015,India,housewife,5,10532,0.000474744,9,176,176,female stereotypes
318,2238,2016,India,housewife,9,14012,0.000642307,9,176,176,female stereotypes
319,2239,2017,India,housewife,8,17097,0.0004679180000000001,9,176,176,female stereotypes
320,2240,2018,India,housewife,4,19170,0.000208659,9,176,176,female stereotypes
321,2241,2019,India,housewife,2,20849,9.59e-05,9,176,176,female stereotypes
322,2242,2020,India,housewife,6,21942,0.000273448,9,176,176,female stereotypes
323,2243,2021,India,housewife,3,12622,0.00023768,9,176,176,female stereotypes
324,2504,2010,India,testify,0,1584,0.0,7,195,196,crime and violence
325,2505,2011,India,testify,0,2438,0.0,7,195,196,crime and violence
326,2506,2012,India,testify,2,3634,0.000550358,7,195,196,crime and violence
327,2507,2013,India,testify,4,4910,0.000814664,7,195,196,crime and violence
328,2508,2014,India,testify,2,7502,0.000266596,7,195,196,crime and violence
329,2509,2015,India,testify,3,10532,0.000284846,7,195,196,crime and violence
330,2510,2016,India,testify,4,14012,0.00028547,7,195,196,crime and violence
331,2511,2017,India,testify,6,17097,0.00035093900000000004,7,195,196,crime and violence
332,2512,2018,India,testify,6,19170,0.000312989,7,195,196,crime and violence
333,2513,2019,India,testify,4,20849,0.000191856,7,195,196,crime and violence
334,2514,2020,India,testify,5,21942,0.000227873,7,195,196,crime and violence
335,2515,2021,India,testify,2,12622,0.000158453,7,195,196,crime and violence
336,2521,2010,India,vagina,0,1584,0.0,6,196,197,female stereotypes
337,2522,2011,India,vagina,0,2438,0.0,6,196,197,female stereotypes
338,2523,2012,India,vagina,2,3634,0.000550358,6,196,197,female stereotypes
339,2524,2013,India,vagina,2,4910,0.000407332,6,196,197,female stereotypes
340,2525,2014,India,vagina,4,7502,0.000533191,6,196,197,female stereotypes
341,2526,2015,India,vagina,5,10532,0.000474744,6,196,197,female stereotypes
342,2527,2016,India,vagina,10,14012,0.000713674,6,196,197,female stereotypes
343,2528,2017,India,vagina,6,17097,0.00035093900000000004,6,196,197,female stereotypes
344,2529,2018,India,vagina,15,19170,0.000782473,6,196,197,female stereotypes
345,2530,2019,India,vagina,6,20849,0.000287784,6,196,197,female stereotypes
346,2531,2020,India,vagina,8,21942,0.0003645980000000001,6,196,197,female stereotypes
347,2532,2021,India,vagina,2,12622,0.000158453,6,196,197,female stereotypes
372,2793,2010,India,activist,1,1584,0.000631313,8,215,208,empowerment
373,2794,2011,India,activist,1,2438,0.000410172,8,215,208,empowerment
374,2795,2012,India,activist,2,3634,0.000550358,8,215,208,empowerment
375,2796,2013,India,activist,16,4910,0.003258656,8,215,208,empowerment
376,2797,2014,India,activist,17,7502,0.002266062,8,215,208,empowerment
377,2798,2015,India,activist,31,10532,0.002943411,8,215,208,empowerment
378,2799,2016,India,activist,61,14012,0.004353411,8,215,208,empowerment
379,2800,2017,India,activist,43,17097,0.002515061,8,215,208,empowerment
380,2801,2018,India,activist,77,19170,0.004016693,8,215,208,empowerment
381,2802,2019,India,activist,69,20849,0.003309511,8,215,208,empowerment
382,2803,2020,India,activist,73,21942,0.003326953,8,215,208,empowerment
383,2804,2021,India,activist,73,12622,0.005783553,8,215,208,empowerment
384,2810,2010,India,empower,1,1584,0.000631313,7,216,209,empowerment
385,2811,2011,India,empower,4,2438,0.001640689,7,216,209,empowerment
386,2812,2012,India,empower,6,3634,0.001651073,7,216,209,empowerment
387,2813,2013,India,empower,8,4910,0.001629328,7,216,209,empowerment
388,2814,2014,India,empower,15,7502,0.001999467,7,216,209,empowerment
389,2815,2015,India,empower,29,10532,0.002753513,7,216,209,empowerment
390,2816,2016,India,empower,38,14012,0.002711961,7,216,209,empowerment
391,2817,2017,India,empower,77,17097,0.004503714,7,216,209,empowerment
392,2818,2018,India,empower,72,19170,0.003755869,7,216,209,empowerment
393,2819,2019,India,empower,67,20849,0.003213583,7,216,209,empowerment
394,2820,2020,India,empower,69,21942,0.003144654,7,216,209,empowerment
395,2821,2021,India,empower,72,12622,0.005704326,7,216,209,empowerment
396,2861,2010,India,support,2,1584,0.001262626,7,220,213,female stereotypes
397,2862,2011,India,support,2,2438,0.000820345,7,220,213,female stereotypes
398,2863,2012,India,support,9,3634,0.00247661,7,220,213,female stereotypes
399,2864,2013,India,support,9,4910,0.001832994,7,220,213,female stereotypes
400,2865,2014,India,support,24,7502,0.0031991470000000003,7,220,213,female stereotypes
401,2866,2015,India,support,42,10532,0.003987847,7,220,213,female stereotypes
402,2867,2016,India,support,54,14012,0.00385384,7,220,213,female stereotypes
403,2868,2017,India,support,59,17097,0.003450898,7,220,213,female stereotypes
404,2869,2018,India,support,83,19170,0.0043296820000000005,7,220,213,female stereotypes
405,2870,2019,India,support,115,20849,0.005515852,7,220,213,female stereotypes
406,2871,2020,India,support,120,21942,0.005468964000000001,7,220,213,female stereotypes
407,2872,2021,India,support,128,12622,0.010141024,7,220,213,female stereotypes
408,2929,2010,India,threaten,1,1584,0.000631313,8,225,225,crime and violence
409,2930,2011,India,threaten,4,2438,0.001640689,8,225,225,crime and violence
410,2931,2012,India,threaten,8,3634,0.002201431,8,225,225,crime and violence
411,2932,2013,India,threaten,9,4910,0.001832994,8,225,225,crime and violence
412,2933,2014,India,threaten,12,7502,0.001599573,8,225,225,crime and violence
413,2934,2015,India,threaten,17,10532,0.0016141279999999998,8,225,225,crime and violence
414,2935,2016,India,threaten,31,14012,0.002212389,8,225,225,crime and violence
415,2936,2017,India,threaten,49,17097,0.002866,8,225,225,crime and violence
416,2937,2018,India,threaten,63,19170,0.003286385,8,225,225,crime and violence
417,2938,2019,India,threaten,72,20849,0.003453403,8,225,225,crime and violence
418,2939,2020,India,threaten,66,21942,0.00300793,8,225,225,crime and violence
419,2940,2021,India,threaten,61,12622,0.004832832,8,225,225,crime and violence
420,2963,2010,India,hindu,1,1584,0.000631313,5,227,227,"race, ethnicity and identity"
421,2964,2011,India,hindu,4,2438,0.001640689,5,227,227,"race, ethnicity and identity"
422,2965,2012,India,hindu,5,3634,0.001375894,5,227,227,"race, ethnicity and identity"
423,2966,2013,India,hindu,4,4910,0.000814664,5,227,227,"race, ethnicity and identity"
424,2967,2014,India,hindu,9,7502,0.00119968,5,227,227,"race, ethnicity and identity"
425,2968,2015,India,hindu,26,10532,0.002468667,5,227,227,"race, ethnicity and identity"
426,2969,2016,India,hindu,41,14012,0.002926063,5,227,227,"race, ethnicity and identity"
427,2970,2017,India,hindu,64,17097,0.003743347,5,227,227,"race, ethnicity and identity"
428,2971,2018,India,hindu,84,19170,0.004381847,5,227,227,"race, ethnicity and identity"
429,2972,2019,India,hindu,118,20849,0.005659744,5,227,227,"race, ethnicity and identity"
430,2973,2020,India,hindu,136,21942,0.006198159,5,227,227,"race, ethnicity and identity"
431,2974,2021,India,hindu,60,12622,0.004753605,5,227,227,"race, ethnicity and identity"
432,2980,2010,India,gender,2,1584,0.001262626,6,228,228,"race, ethnicity and identity"
433,2981,2011,India,gender,8,2438,0.003281378,6,228,228,"race, ethnicity and identity"
434,2982,2012,India,gender,14,3634,0.003852504,6,228,228,"race, ethnicity and identity"
435,2983,2013,India,gender,20,4910,0.00407332,6,228,228,"race, ethnicity and identity"
436,2984,2014,India,gender,64,7502,0.008531058000000001,6,228,228,"race, ethnicity and identity"
437,2985,2015,India,gender,66,10532,0.006266616,6,228,228,"race, ethnicity and identity"
438,2986,2016,India,gender,118,14012,0.008421353000000001,6,228,228,"race, ethnicity and identity"
439,2987,2017,India,gender,119,17097,0.006960285,6,228,228,"race, ethnicity and identity"
440,2988,2018,India,gender,153,19170,0.007981221,6,228,228,"race, ethnicity and identity"
441,2989,2019,India,gender,192,20849,0.009209075,6,228,228,"race, ethnicity and identity"
442,2990,2020,India,gender,182,21942,0.008294595,6,228,228,"race, ethnicity and identity"
443,2991,2021,India,gender,112,12622,0.008873396,6,228,228,"race, ethnicity and identity"
444,2997,2010,India,pilot,1,1584,0.000631313,5,230,230,empowerment
445,2998,2011,India,pilot,6,2438,0.002461034,5,230,230,empowerment
446,2999,2012,India,pilot,7,3634,0.001926252,5,230,230,empowerment
447,3000,2013,India,pilot,13,4910,0.002647658,5,230,230,empowerment
448,3001,2014,India,pilot,16,7502,0.002132765,5,230,230,empowerment
449,3002,2015,India,pilot,33,10532,0.003133308,5,230,230,empowerment
450,3003,2016,India,pilot,72,14012,0.005138453,5,230,230,empowerment
451,3004,2017,India,pilot,63,17097,0.003684857,5,230,230,empowerment
452,3005,2018,India,pilot,82,19170,0.004277517,5,230,230,empowerment
453,3006,2019,India,pilot,99,20849,0.004748429,5,230,230,empowerment
454,3007,2020,India,pilot,81,21942,0.00369155,5,230,230,empowerment
455,3008,2021,India,pilot,54,12622,0.0042782440000000005,5,230,230,empowerment
456,3116,2010,India,transgender,1,1584,0.000631313,11,239,240,"race, ethnicity and identity"
457,3117,2011,India,transgender,5,2438,0.002050861,11,239,240,"race, ethnicity and identity"
458,3118,2012,India,transgender,4,3634,0.001100715,11,239,240,"race, ethnicity and identity"
459,3119,2013,India,transgender,13,4910,0.002647658,11,239,240,"race, ethnicity and identity"
460,3120,2014,India,transgender,14,7502,0.001866169,11,239,240,"race, ethnicity and identity"
461,3121,2015,India,transgender,56,10532,0.005317129,11,239,240,"race, ethnicity and identity"
462,3122,2016,India,transgender,65,14012,0.004638881,11,239,240,"race, ethnicity and identity"
463,3123,2017,India,transgender,76,17097,0.004445224,11,239,240,"race, ethnicity and identity"
464,3124,2018,India,transgender,74,19170,0.003860198,11,239,240,"race, ethnicity and identity"
465,3125,2019,India,transgender,97,20849,0.004652501,11,239,240,"race, ethnicity and identity"
466,3126,2020,India,transgender,50,21942,0.002278735,11,239,240,"race, ethnicity and identity"
467,3127,2021,India,transgender,45,12622,0.003565204,11,239,240,"race, ethnicity and identity"
480,3201,2010,India,oscar,1,1584,0.000631313,5,246,246,empowerment
481,3202,2011,India,oscar,2,2438,0.000820345,5,246,246,empowerment
482,3203,2012,India,oscar,3,3634,0.000825537,5,246,246,empowerment
483,3204,2013,India,oscar,4,4910,0.000814664,5,246,246,empowerment
484,3205,2014,India,oscar,9,7502,0.00119968,5,246,246,empowerment
485,3206,2015,India,oscar,25,10532,0.002373718,5,246,246,empowerment
486,3207,2016,India,oscar,27,14012,0.00192692,5,246,246,empowerment
487,3208,2017,India,oscar,30,17097,0.001754694,5,246,246,empowerment
488,3209,2018,India,oscar,26,19170,0.001356286,5,246,246,empowerment
489,3210,2019,India,oscar,44,20849,0.002110413,5,246,246,empowerment
490,3211,2020,India,oscar,34,21942,0.00154954,5,246,246,empowerment
491,3212,2021,India,oscar,42,12622,0.003327523,5,246,246,empowerment
492,3320,2010,India,worth,1,1584,0.000631313,5,258,258,empowerment
493,3321,2011,India,worth,6,2438,0.002461034,5,258,258,empowerment
494,3322,2012,India,worth,6,3634,0.001651073,5,258,258,empowerment
495,3323,2013,India,worth,6,4910,0.001221996,5,258,258,empowerment
496,3324,2014,India,worth,6,7502,0.0007997869999999999,5,258,258,empowerment
497,3325,2015,India,worth,14,10532,0.0013292820000000002,5,258,258,empowerment
498,3326,2016,India,worth,24,14012,0.0017128179999999998,5,258,258,empowerment
499,3327,2017,India,worth,25,17097,0.001462245,5,258,258,empowerment
500,3328,2018,India,worth,36,19170,0.001877934,5,258,258,empowerment
501,3329,2019,India,worth,44,20849,0.002110413,5,258,258,empowerment
502,3330,2020,India,worth,50,21942,0.002278735,5,258,258,empowerment
503,3331,2021,India,worth,38,12622,0.003010616,5,258,258,empowerment
504,3371,2010,India,violence,3,1584,0.001893939,8,261,261,crime and violence
505,3372,2011,India,violence,3,2438,0.001230517,8,261,261,crime and violence
506,3373,2012,India,violence,13,3634,0.003577325,8,261,261,crime and violence
507,3374,2013,India,violence,38,4910,0.007739308,8,261,261,crime and violence
508,3375,2014,India,violence,50,7502,0.006664889,8,261,261,crime and violence
509,3376,2015,India,violence,50,10532,0.004747436,8,261,261,crime and violence
510,3377,2016,India,violence,59,14012,0.004210677,8,261,261,crime and violence
511,3378,2017,India,violence,68,17097,0.003977306,8,261,261,crime and violence
512,3379,2018,India,violence,82,19170,0.004277517,8,261,261,crime and violence
513,3380,2019,India,violence,97,20849,0.004652501,8,261,261,crime and violence
514,3381,2020,India,violence,155,21942,0.007064078000000001,8,261,261,crime and violence
