,headline_no_site,site,time,country,bias,year
46399,"Hyderabad: 2 minors kidnap, gangrape 17 year old girl, booked",deccanchronicle.com,2017-02-22 08:00:00+00:00,India,0.0,2017
71292,Lucknow gangrape survivor attacked with acid for fourth time; met Yogi Adityanath in March,firstpost.com,2017-07-02 07:00:00+00:00,India,0.0,2017
84172,Danish woman gangrape case: Five sentenced to life in jail,hindustantimes.com,2016-06-10 07:00:00+00:00,India,0.16666666666666666,2016
169433,"19 year old girl dragged out of her house, gangraped..ness in Bihars Kishanganj; all accused remain at large",rediff.com,2019-02-08 08:00:00+00:00,India,0.3333333333333333,2019
99776,15 year old girl kidnapped and gangraped in Rajasthan,india.com,2016-11-25 08:00:00+00:00,India,0.16666666666666666,2016
102394,West Bengal: Woman ‘gangraped’ for asking cut money refund,indianexpress.com,2019-08-22 07:00:00+00:00,India,0.16666666666666666,2019
278922,"Punjab: Class 11 Student Gangraped, Bleeds To Death After Family Denies Her Medical Help Due To Social Stigma",outlookindia.com,2017-10-30 07:00:00+00:00,India,0.16666666666666666,2017
174475,Ex Karnataka DGP defends his controversial remark on Delhi gangrape victim’s mother as a ‘non issue’,scroll.in,2018-03-16 07:00:00+00:00,India,0.16666666666666666,2018
278974,6 Year Old Girl Studying In Kendriya Vidyalaya Barmer Gangraped Allegedly By Sweepers,outlookindia.com,2017-09-15 07:00:00+00:00,India,0.16666666666666666,2017
314905,"How dare she: Asha Devi, Delhi 2012 gangrape victims..ira Jaising for suggesting she should forgive convicts",firstpost.com,2020-01-18 08:00:00+00:00,India,0.16666666666666666,2020
274175,Protests in Capital after Manipuri girl raped in south Delhi,livemint.com,2014-02-08 08:00:00+00:00,India,0.16666666666666666,2014
250561,Thousands protest U.S. bases on Okinawa after Japan woman's murder,reuters.com,2016-06-18 07:00:00+00:00,USA,0.0,2016
206957,Women's March: See Protests From Washington to Antartica,time.com,2017-01-21 08:00:00+00:00,USA,0.16666666666666666,2017
41410,'Bikini Girl' Corinne Theile returns to LA a year after stripping off in TSA protest,dailymail.co.uk,2011-11-24 08:00:00+00:00,India,0.0,2011
20867,Women In Saudi Arabia Are Protesting By Turning Their Abayas Inside Out,buzzfeed.com,2018-11-17 08:00:00+00:00,UK,0.16666666666666666,2018
181320,Turkey protests as young woman murdered after attempted rape,telegraph.co.uk,2015-02-15 08:00:00+00:00,UK,0.16666666666666666,2015
284824,Woman in Zuma #Khwezi protest speaks out,Iol.co.za,2016-08-07 07:00:00+00:00,South Africa,0.16666666666666666,2016
345732,Protesters gather in front of Michigan governor's house to call on her to reopen the state | TheHill,thehill.com,2020-04-23 07:00:00+00:00,USA,0.16666666666666666,2020
345680,Eric Garner's mother speaks out during protest over George Floyd's death | TheHill,thehill.com,2020-05-29 07:00:00+00:00,USA,0.16666666666666666,2020
317623,Former Lok Sabha speaker Sumitra Mahajan says it was good to see Muslim women in large number attending protests,freepressjournal.in,2020-02-18 08:00:00+00:00,India,0.16666666666666666,2020
313795,Susanna Reid in ‘emotionally challenging’ position as she holds back 'tears' while filming,express.co.uk,2020-12-05 08:00:00+00:00,UK,0.16666666666666666,2020
83369,Emotionally intelligent women more likely to be manipulative,hindustantimes.com,2016-02-18 08:00:00+00:00,India,0.16666666666666666,2016
197575,"If she says ‘no’, then leave her alone: Chennai boy’s emotional blog",thenewsminute.com,2016-07-02 07:00:00+00:00,India,0.3333333333333333,2016
51327,Michelle Dockery pays emotional tribute to her fiancé,digitalspy.com,2015-12-16 08:00:00+00:00,UK,0.16666666666666666,2015
168780,A Woman Who Lost Her Mom Is Thanking Disney For Its Emotional and Relatable Storyline in Frozen 2,popsugar.com,2019-12-21 08:00:00+00:00,USA,0.5,2019
165833,"'Emotional Baby' Watches Her Hit Viral Video, One Year Later (VIDEO)",people.com,2014-11-12 08:00:00+00:00,USA,0.16666666666666666,2014
332791,She Would Have Been Beyond Proud Today: Kamala Harris Sister Maya in Emotional P,news18.com,2020-11-07 08:00:00+00:00,India,0.3333333333333333,2020
169118,This Mom's Emotional Post Proves There's a Lot More to Back to School Than Cheerful First Day Photos,popsugar.com,2019-08-28 07:00:00+00:00,USA,0.0,2019
38261,Big boys don't cry BUT deep down they're more emotional than women,dailymail.co.uk,2014-06-23 07:00:00+00:00,India,0.16666666666666666,2014
127781,Clinton Ad With Latina Girl Hits Emotional Issue Of Deportations,nbcnews.com,2016-02-18 08:00:00+00:00,USA,0.16666666666666666,2016
134790,Japan Prime Minister Shinzo Abe appoints first ever female aide,ndtv.com,2013-11-29 08:00:00+00:00,India,0.16666666666666666,2013
322265,Explained: Why Paris is being fined for appointing ‘too many women’ in senior positions,indianexpress.com,2020-12-20 08:00:00+00:00,India,0.0,2020
104504,ICC appoints Indra Nooyi as its first independent female director,indiatimes.com,2018-02-09 08:00:00+00:00,India,0.16666666666666666,2018
347738,United Spirits appoints its first woman CEO Hina Nagarajan,thenewsminute.com,2020-12-11 08:00:00+00:00,India,0.16666666666666666,2020
337041,Vini Mahajan Appointed Punjab's First Woman Chief Secretary,outlookindia.com,2020-06-26 07:00:00+00:00,India,0.16666666666666666,2020
74032,"With Appointment Of First Ever CEO, Women In VC Group All Raise Moves Needle Slowly Forward",forbes.com,2019-04-09 07:00:00+00:00,India,0.16666666666666666,2019
291068,"Mumbai Creates History, Appoints 8 Women In Charges to Head Police Stations",thebetterindia.com,2018-04-03 07:00:00+00:00,India,0.16666666666666666,2018
240120,Stafanie Taylor appointed West Indies Women's captain,espncricinfo.com,2015-09-08 07:00:00+00:00,UK,0.16666666666666666,2015
356263,Political appointees trump career diplomats in new postings,Dailymaverick.co.za,2020-09-04 07:00:00+00:00,South Africa,0.0,2020
183438,Ministry of Defence appoints first female Chief Scientific Adviser,telegraph.co.uk,2019-06-23 07:00:00+00:00,UK,0.16666666666666666,2019
11974,Woman faces corruption charges after allegedly spending $21M at Harrods,abcnews.go.com,2018-10-10 07:00:00+00:00,USA,0.16666666666666666,2018
300684,Cape Town cop in court for allegedly shooting woman,News24.com,2021-05-24 07:00:00+00:00,South Africa,0.16666666666666666,2021
134123,iPhone 7 Allegedly Burns Woman While Sleeping,ndtv.com,2016-11-15 08:00:00+00:00,India,0.16666666666666666,2016
234088,"‘Allegedly Transgender’ Prisoner Gets Life After Raping Two Women, Sexually Assaulting Inmates in Female Jail",breitbart.com,2018-10-11 07:00:00+00:00,UK,0.16666666666666666,2018
10851,Houston mother arrested for allegedly killing son with SUV during game of 'chicken',abcnews.go.com,2019-06-24 07:00:00+00:00,USA,0.16666666666666666,2019
322448,Woman allegedly raped for 2 years in UP,indianexpress.com,2021-03-19 07:00:00+00:00,India,0.16666666666666666,2021
233793,‘Smallville’ Stars Kristin Kreuk and Allison Mack Allegedly Lured ‘Sex Slaves’ into NXIVM Cult,breitbart.com,2018-03-30 07:00:00+00:00,UK,0.0,2018
198912,Andhra minister's son arrested by Hyderabad police for allegedly stalking woman,thenewsminute.com,2016-03-06 08:00:00+00:00,India,0.16666666666666666,2016
81722,Mumbai: 12 year old girl commits suicide at Govandi allegedly due to depression of upcoming examinations,freepressjournal.in,2018-03-31 07:00:00+00:00,India,0.16666666666666666,2018
228389,"Woman who gave server generous $5,000 tip allegedly used her boyfriend's credit card for revenge",yahoo.com,2019-07-03 07:00:00+00:00,India,0.3333333333333333,2019
332454,"Deepika Padukone Announces Live Chat with WHO Chief, Fans Call Her Irresponsible",news18.com,2020-04-21 07:00:00+00:00,India,0.16666666666666666,2020
209973,Bengaluru: Cop who saved stabbed woman honoured by state police chief,timesofindia.com,2019-03-16 07:00:00+00:00,India,0.16666666666666666,2019
111928,Long Beach names first female deputy police chief,latimes.com,2011-09-30 07:00:00+00:00,USA,0.16666666666666666,2011
302163,‘No woman deserves to be a widow’: Condolences pour in after the death of amaBhaca chief Thandisizwe Diko,Timeslive.co.za,2021-02-22 08:00:00+00:00,South Africa,0.16666666666666666,2021
130737,A First: Five Women Defense Chiefs Shatter NATO's Glass Ceiling,nbcnews.com,2014-02-27 08:00:00+00:00,USA,0.16666666666666666,2014
101705,White House fires its first female chief usher,indianexpress.com,2017-05-06 07:00:00+00:00,India,0.16666666666666666,2017
59592,First woman chief secretary L Tochhawng of Mizoram retires today,economictimes.indiatimes.com,2014-10-31 07:00:00+00:00,India,0.16666666666666666,2014
367410,"Maharashtra's first woman Chief Election Commissioner, Neela Satyanarayan dies of coronavirus",oneindia.com,2020-07-16 07:00:00+00:00,India,0.16666666666666666,2020
97593,Mehbooba Mufti to be the first woman chief minister of Jammu & Kashmir: Here is a list of prominent female CM,india.com,2016-04-03 07:00:00+00:00,India,0.3333333333333333,2016
146532,"Dallas Police Get First Female Chief, Making All Of Metro's Top Lawmen Women",npr.org,2017-07-19 07:00:00+00:00,USA,0.3333333333333333,2017
197187,"Saying ‘college was so much fun’ is a privilege: A half Dalit, half tribal woman writes",thenewsminute.com,2019-04-15 07:00:00+00:00,India,0.16666666666666666,2019
194469,A poultry based scheme for empowering tribal women,thehindu.com,2014-10-01 07:00:00+00:00,India,0.16666666666666666,2014
320915,"Meet Malavath Poorna, World’s 1st & Youngest Tribal Woman to Scale 6 Mountain Peaks",india.com,2020-01-02 08:00:00+00:00,India,0.16666666666666666,2020
103458,"‘Was slapped for resisting’: In MP, tribal women allege insertion of birth control device without consent",indianexpress.com,2018-11-03 07:00:00+00:00,India,0.16666666666666666,2018
372684,How A Group Of Tribal Women From MP Scripted History & Got Featured In Vogue Italy,scoopwhoop.com,2021-04-14 07:00:00+00:00,India,0.16666666666666666,2021
141410,Medium of Instruction in Tribal Areas Should be Mother Tongue,news18.com,2017-03-23 07:00:00+00:00,India,0.16666666666666666,2017
175509,A civil servant struggles to reconcile tribal rights with her duty to the state in this novel,scroll.in,2018-10-26 07:00:00+00:00,India,0.16666666666666666,2018
194664,Training in handicrafts for tribal women launched   Telangana,thehindu.com,2016-10-05 07:00:00+00:00,India,0.16666666666666666,2016
278262,Tribal woman allegedly raped in West Bengal's Birbhum district,outlookindia.com,2018-07-12 07:00:00+00:00,India,0.16666666666666666,2018
235174,Lloyd Blankfein mocks Elizabeth Warren after attack ad: 'Maybe tribalism is just in her DNA',cnbc.com,2019-11-14 08:00:00+00:00,USA,0.16666666666666666,2019
14075,America's Female Chess Champion Boycotts Iran Tournament Over Hijab Law,abcnews.go.com,2016-10-06 07:00:00+00:00,USA,0.16666666666666666,2016
68312,'Islam is evil' Hairdresser facing jail for throwing hijab clad woman out of salon,express.co.uk,2016-09-07 07:00:00+00:00,UK,0.16666666666666666,2016
322612,Sana Khan responds as an Instagram user questions her for wearing hijab,indianexpress.com,2021-06-03 09:27:13+00:00,India,0.16666666666666666,2021
159228,The Professor Wore a Hijab in Solidarity — Then Lost Her Job,nytimes.com,2016-10-16 07:00:00+00:00,India,0.16666666666666666,2016
82831,"Hijab clad Muslim women assaulted, called ‘ISIS’ in US",freepressjournal.in,2016-08-16 07:00:00+00:00,India,0.16666666666666666,2016
93674,Muslim woman suing estate agent ‘after being told black hijab made her look like a terrorist’,independent.co.uk,2017-06-23 07:00:00+00:00,UK,0.3333333333333333,2017
200378,Who Gets to Say Whether Muslim Women Should Wear a Hijab or Not?,thequint.com,2019-02-09 08:00:00+00:00,India,0.16666666666666666,2019
2626,Disciplinary hearing for judge who refused to hear woman wearing hijab is again delayed,msn.com,2019-06-07 07:00:00+00:00,India,0.16666666666666666,2019
205509,Hijabs torn from Muslim women as US protests grow,thetimes.co.uk,2016-11-11 08:00:00+00:00,UK,0.16666666666666666,2016
195945,Muslim Student Refused Entry To Maccies Because Of Her Hijab,theladbible.com,2017-12-02 08:00:00+00:00,UK,0.16666666666666666,2017
169762,Chinese nationals employed in CPEC accused of trafficking Pakistani women,rediff.com,2019-04-15 07:00:00+00:00,India,0.16666666666666666,2019
295613,Husband of Freed Pakistani Christian Woman Asks Trump for Help,thedailybeast.com,2018-11-04 07:00:00+00:00,USA,0.16666666666666666,2018
291473,"Pakistanis accuse Twitter user of blasphemy for questioning polygamy of the Prophet, call for her public execution",opindia.com,2019-12-29 08:00:00+00:00,India,0.16666666666666666,2019
199289,A Pakistani Fan On Why She Thinks Neerja is Banned in Her Country,thequint.com,2016-02-27 08:00:00+00:00,India,0.3333333333333333,2016
134831,Pakistani police arrest woman who claimed to be a prophet,ndtv.com,2013-09-04 07:00:00+00:00,India,0.16666666666666666,2013
80276,"Malala Yousafzai, Pakistani girl shot by Taliban, under new death threat",foxnews.com,2013-10-07 07:00:00+00:00,UK,0.16666666666666666,2013
54376,"Pakistani origin student is 1st hijab wearing Miss England finalist. Alas, she didn't win",dnaindia.com,2018-09-05 07:00:00+00:00,India,0.3333333333333333,2018
233536,"Christian Girl Beaten, Locked Up, For Using ‘Muslim Toilets’ In Pakistani School",breitbart.com,2015-11-13 08:00:00+00:00,UK,0.16666666666666666,2015
170285,Pakistani Actress Saba Qamar's Colleagues Defend Her After She's Trolled For Smoking In Pic,rediff.com,2018-07-24 07:00:00+00:00,India,0.5,2018
252596,These Pakistani Women Rejected Marriage Proposals. This Is What They Got In Return,scoopwhoop.com,2015-05-18 07:00:00+00:00,India,0.16666666666666666,2015
180539,The Power 1000: FGM survivor will rap her message to London’s leaders,standard.co.uk,2013-09-18 07:00:00+00:00,UK,0.16666666666666666,2013
196136,Domestic Abuse Survivor Reveals The Incredible Way Her Daughter Saved Her Life,theladbible.com,2018-10-21 07:00:00+00:00,UK,0.3333333333333333,2018
318560,No one’s alone: Acid attack survivor Laxmi Agarwal stands by women in distress,hindustantimes.com,2020-04-29 07:00:00+00:00,India,0.16666666666666666,2020
202545,Domestic abuse survivor gives practical advice for women to leave a violent relationship...,thesun.co.uk,2019-05-05 07:00:00+00:00,UK,0.16666666666666666,2019
172882,Lady Gaga Sexual Assault Survivor Tattoos,refinery29.com,2018-10-24 20:03:06+00:00,USA,0.16666666666666666,2018
158665,Young Yemeni Girl Is Sole Survivor After Airstrike Topples Her Home,nytimes.com,2017-08-26 07:00:00+00:00,India,0.3333333333333333,2017
10405,Hannah Luce: Woman is Sole Plane Crash Survivor After Rescue by Marine Friend,abcnews.go.com,2012-05-14 07:00:00+00:00,USA,0.16666666666666666,2012
133150,"After Yemeni Air Strike, Little Girl Is Family's Only Survivor",ndtv.com,2017-08-26 07:00:00+00:00,India,0.16666666666666666,2017
82478,It’s Official! Deepika Padukone to play acid attack survivor Laxmi Agarwal in her first production; details inside,freepressjournal.in,2018-10-05 07:00:00+00:00,India,0.16666666666666666,2018
2012,"Girl, 7, the sole survivor of house fire",iol.co.za,2016-02-21 08:00:00+00:00,South Africa,0.0,2016
115334,"Alleged murderer told girl that Cole Kershaw 'deserved it', trial hears",manchestereveningnews.co.uk,2021-02-27 08:00:00+00:00,UK,0.16666666666666666,2021
118990,Woman stands trial for ‘murdering boyfriend because he was an a**hole’,metro.co.uk,2019-04-10 07:00:00+00:00,UK,0.16666666666666666,2019
310594,"In a first, 16 year old girl enrolled for Covid 19 vaccine trial",deccanherald.com,2021-02-20 08:00:00+00:00,India,0.16666666666666666,2021
72153,2G trial: Tina Ambani tells court she is a housewife,firstpost.com,2013-08-23 07:00:00+00:00,India,0.3333333333333333,2013
93710,Woman who 'sent boyfriend texts goading him into suicide' goes on trial for manslaughter,independent.co.uk,2017-06-05 07:00:00+00:00,UK,0.16666666666666666,2017
355017,The story of Europe’s infamous witch trials gets the Monty Python treatment,washingtonpost.com,2021-06-01 12:00:00+00:00,UK,0.0,2021
132306,Saudi Arabia To Put Detained Women Activists On Trial,ndtv.com,2019-03-02 08:00:00+00:00,India,0.16666666666666666,2019
255783,The Trials of Amy Cuddy,slate.com,2017-10-19 07:00:00+00:00,USA,0.0,2017
300511,"Bryanston High trial: Coach allegedly wanted to have sex with pupil, doctor tells court",News24.com,2021-02-15 08:00:00+00:00,South Africa,0.0,2021
276910,Mother and daughter murder trial witnesses flee to Spain,liverpoolecho.co.uk,2019-12-23 08:00:00+00:00,UK,0.3333333333333333,2019
14680,5 women have filed lawsuits against Monster Energy alleging sexual discrimination and abuse by executives,businessinsider.com,2018-01-24 08:00:00+00:00,India,0.16666666666666666,2018
330492,"Four involved in Bengaluru prostitution racket held for sexually abusing young girl, recording the act",newindianexpress.com,2021-05-27 07:00:00+00:00,India,0.16666666666666666,2021
275436,12 year old girl sexually assaulted in bed by man who climbed through her window,liverpoolecho.co.uk,2013-10-09 07:00:00+00:00,UK,0.3333333333333333,2013
367683,Assam: 14 year old girl girl kills self 'after sexual assault'; college teacher held,oneindia.com,2021-05-19 07:00:00+00:00,India,0.16666666666666666,2021
11329,"Women accuse ex campus doctor of sexual abuse, say the school 'let it happen'",abcnews.go.com,2018-07-23 07:00:00+00:00,USA,0.16666666666666666,2018
265555,Woman attacked and sexually assaulted as she walks home from night out,birminghammail.co.uk,2015-08-03 07:00:00+00:00,UK,0.3333333333333333,2015
210738,"Chennai fake cop jailed for marrying 7 women, sexually abusing 6",timesofindia.com,2019-09-16 07:00:00+00:00,India,0.0,2019
242000,"Lady Gaga, Joe Biden planning centers for sexual assault survivors",ew.com,2017-11-13 08:00:00+00:00,USA,0.16666666666666666,2017
117392,Manhunt after a teenage girl sexually assaulted in ginnel,manchestereveningnews.co.uk,2019-05-17 07:00:00+00:00,UK,0.16666666666666666,2019
10659,3 Women Credited With Stopping Potential Sexual Assault,abcnews.go.com,2016-05-30 07:00:00+00:00,USA,0.16666666666666666,2016
206941,This Nike Commercial Features Women Athletes in Hijabs,time.com,2017-02-24 08:00:00+00:00,USA,0.16666666666666666,2017
208797,"Asian Games 2018: Sport wise India's full contingent of 572 athletes, including 312 men and 260 women",timesnownews.com,2018-08-17 07:00:00+00:00,India,0.16666666666666666,2018
176471,Video: Afghanistan's only woman athlete at the Olympics is running alone but fighting for all women,scroll.in,2016-08-06 07:00:00+00:00,India,0.3333333333333333,2016
194728,"Boy, girl or super athlete?",thehindu.com,2014-08-02 07:00:00+00:00,India,0.16666666666666666,2014
322847,India has learnt to accept female athletes but a long way to go: Sania,indiatimes.com,2020-05-07 07:00:00+00:00,India,0.16666666666666666,2020
239505,"Serena, Osaka top female athletes' rich list",espn.co.uk,2019-08-07 07:00:00+00:00,UK,0.16666666666666666,2019
32053,Five times US women athletes advocated for equality in sports,cnn.com,2019-03-08 08:00:00+00:00,India,0.16666666666666666,2019
322783,13 Female Athletes Who Made India Proud And Set New Benchmarks On The Sporting Stage,indiatimes.com,2020-03-08 08:00:00+00:00,India,0.16666666666666666,2020
28967,Aurora Games pays tribute to greatest female athlete,chron.com,2019-03-30 07:00:00+00:00,USA,0.16666666666666666,2019
143270,Athlete Anju Bobby George Claims Kerala Minister Insulted Her,news18.com,2016-06-09 07:00:00+00:00,India,0.16666666666666666,2016
85038,"Gujarat: Pregnant Dalit woman, others beaten for refusing to clear cow carcass",hindustantimes.com,2016-09-25 07:00:00+00:00,India,0.0,2016
103345,How three generations of Dalit women writers saw their identities and struggle?,indianexpress.com,2017-12-27 08:00:00+00:00,India,0.16666666666666666,2017
70883,Dalit Women in Politics: Bhavani Ilavenil on Karunan..ing credit and invisibilising work of Sathyavani Muthu,firstpost.com,2019-03-10 08:00:00+00:00,India,0.16666666666666666,2019
101168,Dalit killed for affair with upper caste woman: Kin,indianexpress.com,2017-04-05 07:00:00+00:00,India,0.0,2017
290349,How the Dalit Women of Bidar Are Fighting to Bridge the Wage Gap and Assert Their Rights,thebetterindia.com,2016-09-04 07:00:00+00:00,India,0.16666666666666666,2016
237812,15 yr old Dalit girl raped in moving car in Haryana,deccanherald.com,2018-08-01 07:00:00+00:00,India,0.16666666666666666,2018
199182,Man hacks to death brother who wanted to marry a Dalit girl in Coimbatore,thequint.com,2019-06-26 07:00:00+00:00,India,0.16666666666666666,2019
85901,"Dalit woman raped by doctor, compounder in Aligarh",hindustantimes.com,2014-09-22 07:00:00+00:00,India,0.16666666666666666,2014
176282,"If CPM wants to make Kerala ‘women friendly’, it should start by hearing out this Dalit auto driver",scroll.in,2016-02-01 08:00:00+00:00,India,0.0,2016
98658,Dalit boy beaten to death over affair with upper caste girl; 7 arrested,india.com,2016-07-21 07:00:00+00:00,India,0.0,2016
365678,Man Arrested for Beating and Kidnapping Atlanta Woman He Met on Hinge,complex.com,2020-11-17 08:00:00+00:00,USA,0.16666666666666666,2020
133012,Mariah Carey's Sister Arrested Under Alleged Prostitution Charges,ndtv.com,2016-08-29 07:00:00+00:00,India,0.3333333333333333,2016
36032,"Christina Regusters: Daycare worker arrested for kidnapping girl, 5, from school last month",dailymail.co.uk,2013-01-15 08:00:00+00:00,India,0.0,2013
347687,"Andhra woman strangled, her burnt body abandoned in field, two arrested",thenewsminute.com,2020-12-24 08:00:00+00:00,India,0.3333333333333333,2020
368252,'AGT' Kid Magicians Kadan & Brooklyn Arrested for Refusing to Live with Mother,tmz.com,2020-11-27 08:00:00+00:00,USA,0.16666666666666666,2020
332636,2nd Arrest In Slaying Of Kentucky Girl Playing In Dollhouse,news18.com,2020-08-26 07:00:00+00:00,India,0.16666666666666666,2020
31366,Sheriff: Texas woman removes meth from private parts during arrest,chron.com,2017-08-01 07:00:00+00:00,USA,0.16666666666666666,2017
132533,Kerala Woman Arrested For Attack On CPM Activist Attempts Suicide,ndtv.com,2016-06-19 07:00:00+00:00,India,0.16666666666666666,2016
332061,"Woman who wrongly accused Black teen is arrested, apologizes",news.yahoo.com,2021-01-08 08:00:00+00:00,India,0.16666666666666666,2021
223025,She stalked the Golden State Killer until she died. Some think her work led to the suspect’s arrest.,washingtonpost.com,2018-04-25 07:00:00+00:00,UK,0.3333333333333333,2018
343554,"Tory women aren't being allowed on TV, and it hurts us all",telegraph.co.uk,2021-01-25 08:00:00+00:00,UK,0.16666666666666666,2021
77117,Do Women Only Groups Help Us Or Hurt Us?,forbes.com,2014-10-28 07:00:00+00:00,India,0.16666666666666666,2014
304737,Kyle Rittenhouse's mother insists her teen son who fatally shot 2 people at a protest 'didn't go down there to hurt anybody',businessinsider.com,2020-12-08 08:00:00+00:00,India,0.3333333333333333,2020
43221,Woman charged with attempted murder after young mum hurt in Shotts 'hit and run',dailyrecord.co.uk,2019-06-24 07:00:00+00:00,UK,0.3333333333333333,2019
28333,"2 killed, 4 hurt in shootings Friday night, Saturday morning",chicagotribune.com,2014-05-10 07:00:00+00:00,USA,0.0,2014
162398,Florence Henderson Reads Hurts Like a Mother Book,people.com,2016-04-04 07:00:00+00:00,USA,0.16666666666666666,2016
219112,"Jennifer Lawrence Called Fat, Told to Diet When She Was Younger: “I Was Hurt”",usmagazine.com,2013-10-02 07:00:00+00:00,USA,0.16666666666666666,2013
174122,"Women in rural India still struggle to get cooking fuel and water, which hurts their health",scroll.in,2018-01-06 08:00:00+00:00,India,0.16666666666666666,2018
117198,Girl of ten seriously hurt by 'drug driver' on Hyde Road,manchestereveningnews.co.uk,2016-06-17 07:00:00+00:00,UK,0.16666666666666666,2016
158083,‘Battle of the Thermostat’: Cold Rooms May Hurt Women’s Productivity,nytimes.com,2019-05-22 07:00:00+00:00,India,0.0,2019
374203,The shameful neglect of India's women's cricket team,livemint.com,2021-04-13 07:00:00+00:00,India,0.16666666666666666,2021
340773,Kat Dennings Explained Why She Stood Up for Billie Eilish Against Body Shamers,sports.yahoo.com,2020-11-05 08:00:00+00:00,UK,0.16666666666666666,2020
278150,Bikini Babe To A Public Kiss: 5 Dirty Instances When Women Politicians Were Shamed,outlookindia.com,2019-04-29 07:00:00+00:00,India,0.16666666666666666,2019
176916,Woman shamed for wearing pyjamas in Tesco brands critics 'racist and sexist',standard.co.uk,2017-01-09 08:00:00+00:00,UK,0.16666666666666666,2017
81541,SHOCKING: Sonakshi Sinha reveals she was fat shamed by this model,freepressjournal.in,2018-02-09 08:00:00+00:00,India,0.16666666666666666,2018
81105,"Gillian Anderson Slams Plastic Surgery Rumors as 'Bollocks,' Says She's '#AgingWithoutShame'",foxnews.com,2016-02-12 08:00:00+00:00,UK,0.16666666666666666,2016
327121,Sonja Farak faced new drugs civil court case after crack jail shame and defended herself,mirror.co.uk,2020-04-03 07:00:00+00:00,UK,0.16666666666666666,2020
203667,Allyson Felix: Sprint legend who shamed Nike into supporting pregnant women,thetimes.co.uk,2019-06-15 07:00:00+00:00,UK,0.16666666666666666,2019
342155,Here's Why Women Are Being Shamed for Negotiating,style.yahoo.com,2020-08-28 07:00:00+00:00,UK,0.16666666666666666,2020
4870,‘I won’t live in shame’ – former prostitute tells her story,News24.com,2018-02-11 08:00:00+00:00,South Africa,0.3333333333333333,2018
335804,Woman fatally stabbed by ex boyfriend who broke into her Harlem apartment,nypost.com,2021-05-20 07:00:00+00:00,USA,0.3333333333333333,2021
275699,Woman avoids jail   despite stabbing ex partner in the chest,liverpoolecho.co.uk,2016-07-25 07:00:00+00:00,UK,0.16666666666666666,2016
381507,Man and woman stabbed by masked gang who stormed their house,liverpoolecho.co.uk,2020-02-14 08:00:00+00:00,UK,0.16666666666666666,2020
148914,Woman fatally stabbed near Hollywood’s Walk of Fame after refusing to give $1 to panhandlers,nydailynews.com,2013-06-20 07:00:00+00:00,USA,0.16666666666666666,2013
335736,Woman stabs man on Queens A train,nypost.com,2021-03-30 07:00:00+00:00,USA,0.3333333333333333,2021
317602,Mumbai: 65 year old woman stabbed to death by unknown person at her resident in Powai,freepressjournal.in,2020-02-11 08:00:00+00:00,India,0.3333333333333333,2020
24991,"Girl, 15, pleads guilty to murder in sister's stabbing in Mundelein",chicagotribune.com,2015-01-27 08:00:00+00:00,USA,0.0,2015
341983,Man charged with murder after 42 year old woman stabbed to death in Cheam,standard.co.uk,2021-05-31 12:51:30+00:00,UK,0.16666666666666666,2021
37188,Mother 'with history of mental illness stabs four year old son to death with kitchen knife',dailymail.co.uk,2014-03-30 07:00:00+00:00,India,0.16666666666666666,2014
110049,India women's cricketer Harmanpreet Kaur demoted to constable by Punjab Police,indiatoday.in,2018-07-10 07:00:00+00:00,India,0.16666666666666666,2018
330134,"Madhya Pradesh woman recovers from COVID 19 only to embrace 'sanlekhna', passes away",newindianexpress.com,2020-10-09 07:00:00+00:00,India,0.16666666666666666,2020
203968,"Interview: Chloë Grace Moretz talks about double standards and inequality in Hollywood, and how she's more than a damsel",thetimes.co.uk,2018-08-12 07:00:00+00:00,UK,0.3333333333333333,2018
283389,"Timothée Chalamet Proves That Men Can Embrace the Tiny Accessory Trend, Too",vogue.com,2019-12-13 08:00:00+00:00,UK,0.0,2019
159951,Two Black Women Embrace Their Chance to Be Hockey Role Models,nytimes.com,2016-11-25 08:00:00+00:00,India,0.16666666666666666,2016
194980,Jyothi Lakshmi impressed Malayalis with her grace and beauty,thehindu.com,2016-08-12 07:00:00+00:00,India,0.16666666666666666,2016
114171,Mixed race woman brought to tears over her afro hair records moving diary with support from 6m strangers,manchestereveningnews.co.uk,2021-05-04 07:00:00+00:00,UK,0.3333333333333333,2021
134456,First Saudi Woman Driver To Race Car In Kingdom,ndtv.com,2019-11-23 08:00:00+00:00,India,0.16666666666666666,2019
330100,Disgraced TN preacher arrested for sexually harassing woman when she was in school,newindianexpress.com,2020-10-29 07:00:00+00:00,India,0.3333333333333333,2020
65494,F1's David Coulthard becomes a drag racer...dressed as a woman,express.co.uk,2014-02-22 08:00:00+00:00,UK,0.16666666666666666,2014
58151,"Women capable of creating history, future with formidable grace: Rahul Gandhi",economictimes.indiatimes.com,2021-03-08 08:00:00+00:00,India,0.16666666666666666,2021
348174,Woman ‘punches nurse and spits at hospital security guards’ in latest coronavirus frontline attack...,thesun.co.uk,2020-04-05 07:00:00+00:00,UK,0.16666666666666666,2020
284739,Bathabile Dlamini admits Sassa paid for private security for her children,Dailymaverick.co.za,2017-05-17 07:00:00+00:00,South Africa,0.16666666666666666,2017
