id,city,state,population,latitude,longitude,gestation_8_duration,gestation_8_duration_closed,gestation_12_duration,gestation_12_duration_closed,gestation_16_duration,gestation_16_duration_closed,gestation_20_duration,gestation_20_duration_closed
san-mateo-california,San Mateo,California,103536,37.562992,-122.325525,0,0,0,0,1,1,1,1
lewisville-texas,Lewisville,Texas,104039,33.046233,-96.994174,0,0,0,0,0,0,0,5
south-bend-indiana,South Bend,Indiana,101516,41.676355,-86.251990,2,2,2,2,2,3,3,3
lakeland-florida,Lakeland,Florida,104401,28.039465,-81.949804,0,1,0,1,0,1,0,1
erie-pennsylvania,Erie,Pennsylvania,99475,42.129224,-80.085059,3,3,3,3,3,3,3,8
tyler-texas,Tyler,Texas,103700,32.351260,-95.301062,3,3,3,3,3,3,3,6
pearland-texas,Pearland,Texas,108821,29.563567,-95.286047,0,0,0,0,0,0,0,5
college-station-texas,College Station,Texas,107889,30.627977,-96.334407,2,2,2,2,3,3,3,3
kenosha-wisconsin,Kenosha,Wisconsin,99858,42.584742,-87.821185,1,1,1,1,1,1,1,1
sandy-springs-georgia,Sandy Springs,Georgia,105330,33.930435,-84.373315,0,0,0,0,0,0,0,0
clovis-california,Clovis,California,104180,36.825228,-119.702919,0,0,0,0,0,0,0,3
flint-michigan,Flint,Michigan,98310,43.012527,-83.687456,0,0,0,0,0,1,0,1
roanoke-virginia,Roanoke,Virginia,99897,37.270970,-79.941427,0,3,0,3,4,5,4,5
albany-new-york,Albany,New York,98469,42.652579,-73.756232,0,0,0,0,0,2,2,3
jurupa-valley-california,Jurupa Valley,California,100314,33.997197,-117.485480,0,0,0,0,0,0,0,0
compton-california,Compton,California,98462,33.895849,-118.220071,0,0,0,0,0,0,0,0
san-angelo-texas,San Angelo,Texas,100450,31.463772,-100.437038,6,6,6,6,6,6,6,6
hillsboro-oregon,Hillsboro,Oregon,102347,45.522894,-122.989827,0,0,1,1,1,5,1,5
lawton-oklahoma,Lawton,Oklahoma,96655,34.603567,-98.395929,2,2,2,2,2,5,2,5
renton-washington,Renton,Washington,100242,47.482878,-122.217066,0,0,0,0,0,0,0,0
vista-california,Vista,California,100890,33.200037,-117.242536,0,0,1,1,1,1,1,1
davie-florida,Davie,Florida,100882,26.076478,-80.252116,0,0,0,0,0,0,0,0
greeley-colorado,Greeley,Colorado,100883,40.423314,-104.709132,0,1,1,2,1,2,2,2
mission-viejo-california,Mission Viejo,California,97156,33.596891,-117.658156,0,0,0,0,0,0,0,0
portsmouth-virginia,Portsmouth,Virginia,96201,36.835426,-76.298274,0,0,0,0,3,6,6,6
dearborn-michigan,Dearborn,Michigan,95171,42.322260,-83.176314,0,0,0,0,0,0,0,0
south-gate-california,South Gate,California,96401,33.954737,-118.212016,0,0,0,0,0,0,0,0
tuscaloosa-alabama,Tuscaloosa,Alabama,98332,33.209841,-87.569173,0,1,0,1,0,4,0,4
livonia-michigan,Livonia,Michigan,94635,42.368370,-83.352710,0,0,0,0,0,0,0,0
new-bedford-massachusetts,New Bedford,Massachusetts,94958,41.636215,-70.934205,1,1,1,1,1,1,1,1
vacaville-california,Vacaville,California,96803,38.356577,-121.987744,0,0,0,1,0,1,1,1
brockton-massachusetts,Brockton,Massachusetts,95314,42.083433,-71.018379,1,1,1,1,1,1,1,1
roswell-georgia,Roswell,Georgia,94501,34.023243,-84.361555,0,0,0,0,0,0,0,0
beaverton-oregon,Beaverton,Oregon,96577,45.487062,-122.803710,0,0,0,0,0,4,0,4
quincy-massachusetts,Quincy,Massachusetts,93618,42.252877,-71.002270,1,1,1,1,1,1,1,1
sparks-nevada,Sparks,Nevada,96094,39.534911,-119.752689,0,3,0,3,0,3,0,3
yakima-washington,Yakima,Washington,93701,46.602071,-120.505899,0,2,0,2,0,2,0,4
lee-s-summit-missouri,Lee's Summit,Missouri,95094,38.910841,-94.382172,0,0,0,0,0,0,0,0
federal-way-washington,Federal Way,Washington,95171,47.322322,-122.312622,0,0,0,0,0,0,0,0
carson-california,Carson,California,93281,33.831674,-118.281693,0,0,0,0,0,0,0,0
santa-monica-california,Santa Monica,California,93220,34.019454,-118.491191,0,0,0,0,0,0,0,0
hesperia-california,Hesperia,California,93295,34.426389,-117.300878,0,1,1,1,1,1,1,1
allen-texas,Allen,Texas,98143,33.103174,-96.670550,0,0,0,0,0,0,0,6
rio-rancho-new-mexico,Rio Rancho,New Mexico,94171,35.232754,-106.663044,0,0,0,0,0,0,0,12
yuma-arizona,Yuma,Arizona,94139,32.692651,-114.627692,3,5,3,5,3,5,3,5
westminster-california,Westminster,California,92114,33.759176,-117.989706,0,0,0,0,0,0,0,0
orem-utah,Orem,Utah,94457,40.296898,-111.694648,1,1,1,1,1,10,1,10
lynn-massachusetts,Lynn,Massachusetts,92457,42.466763,-70.949494,0,1,0,1,0,1,0,1
redding-california,Redding,California,91582,40.586540,-122.391675,0,0,0,2,0,2,5,5
spokane-valley-washington,Spokane Valley,Washington,94919,47.673228,-117.239375,0,0,0,4,0,4,6,8
miami-beach-florida,Miami Beach,Florida,92312,25.790654,-80.130045,0,0,0,0,0,0,0,0
league-city-texas,League City,Texas,98312,29.507454,-95.094930,0,0,0,0,0,0,0,5
lawrence-kansas,Lawrence,Kansas,93917,38.971669,-95.235250,1,1,1,1,1,1,1,1
santa-barbara-california,Santa Barbara,California,91842,34.420831,-119.698190,0,1,0,1,0,1,1,2
plantation-florida,Plantation,Florida,92560,26.127586,-80.233104,0,0,0,0,0,0,0,0
sandy-utah,Sandy,Utah,93613,40.564978,-111.838973,0,1,0,1,1,11,1,11
sunrise-florida,Sunrise,Florida,92700,26.166971,-80.256595,0,0,0,0,0,0,0,0
macon-georgia,Macon,Georgia,153515,32.840695,-83.632402,2,2,2,2,2,2,2,3
longmont-colorado,Longmont,Colorado,92088,40.167207,-105.101928,0,0,0,0,0,1,0,1
boca-raton-florida,Boca Raton,Florida,93235,26.368306,-80.128932,0,0,0,0,0,0,0,0
san-marcos-california,San Marcos,California,92931,33.143372,-117.166145,0,0,0,1,0,1,0,1
greenville-north-carolina,Greenville,North Carolina,90597,35.612661,-77.366354,2,2,2,2,2,2,2,3
waukegan-illinois,Waukegan,Illinois,88475,42.363633,-87.844794,1,1,1,1,1,1,1,1
fall-river-massachusetts,Fall River,Massachusetts,88777,41.701491,-71.155045,0,0,0,0,0,0,0,1
chico-california,Chico,California,90316,39.728494,-121.837478,0,0,0,0,0,0,3,3
newton-massachusetts,Newton,Massachusetts,88817,42.337041,-71.209221,0,0,0,0,0,0,0,0
san-leandro-california,San Leandro,California,90712,37.724930,-122.156077,0,0,0,0,0,0,0,0
reading-pennsylvania,Reading,Pennsylvania,87879,40.335648,-75.926875,0,1,0,1,2,2,2,2
norwalk-connecticut,Norwalk,Connecticut,88485,41.117744,-73.408158,0,0,0,1,0,1,0,1
fort-smith-arkansas,Fort Smith,Arkansas,88194,35.385924,-94.398547,2,3,3,4,4,5,4,5
newport-beach-california,Newport Beach,California,87127,33.618883,-117.929849,0,0,0,0,0,0,0,0
asheville-north-carolina,Asheville,North Carolina,88512,35.595058,-82.551487,0,2,0,2,4,4,4,5
nashua-new-hampshire,Nashua,New Hampshire,87970,42.765366,-71.467566,0,0,0,1,1,1,1,1
edmond-oklahoma,Edmond,Oklahoma,90092,35.652832,-97.478095,0,0,0,1,0,4,0,4
whittier-california,Whittier,California,87438,33.979179,-118.032844,0,0,0,0,0,0,0,1
nampa-idaho,Nampa,Idaho,89839,43.540717,-116.563462,0,1,0,8,8,10,10,11
bloomington-minnesota,Bloomington,Minnesota,86435,44.840798,-93.298280,0,0,0,0,0,0,0,0
deltona-florida,Deltona,Florida,88474,28.900545,-81.263674,0,0,0,0,0,0,0,0
hawthorne-california,Hawthorne,California,88451,33.916403,-118.352575,0,0,0,0,0,0,0,0
duluth-minnesota,Duluth,Minnesota,86110,46.786672,-92.100485,0,4,0,4,4,4,4,4
carmel-indiana,Carmel,Indiana,88713,39.978371,-86.118043,0,0,0,0,0,3,0,4
suffolk-virginia,Suffolk,Virginia,88161,36.728205,-76.583562,1,1,1,1,3,5,5,5
clifton-new-jersey,Clifton,New Jersey,86334,40.858433,-74.163755,0,0,0,0,0,0,0,0
citrus-heights-california,Citrus Heights,California,87056,38.707125,-121.281061,0,0,0,0,0,0,0,0
livermore-california,Livermore,California,88126,37.681874,-121.768009,0,0,1,1,1,1,1,1
tracy-california,Tracy,California,87075,37.739651,-121.425223,0,0,0,1,0,1,1,1
alhambra-california,Alhambra,California,85551,34.095287,-118.127015,0,0,0,0,0,0,0,0
kirkland-washington,Kirkland,Washington,87281,47.676893,-122.205983,0,0,0,0,0,0,0,0
trenton-new-jersey,Trenton,New Jersey,84225,40.217053,-74.742938,0,0,0,0,0,1,1,1
ogden-utah,Ogden,Utah,85444,41.223000,-111.973830,1,1,1,1,1,13,1,12
hoover-alabama,Hoover,Alabama,84848,33.405387,-86.811378,0,1,0,1,1,3,1,3
cicero-illinois,Cicero,Illinois,83886,41.845588,-87.753945,0,0,0,0,0,0,0,0
fishers-indiana,Fishers,Indiana,88658,39.956755,-86.013350,0,0,0,0,0,3,0,4
sugar-land-texas,Sugar Land,Texas,88156,29.619679,-95.634946,0,0,0,0,0,0,0,4
danbury-connecticut,Danbury,Connecticut,84657,41.394817,-73.454011,0,0,1,1,1,1,1,1
meridian-idaho,Meridian,Idaho,90739,43.612109,-116.391513,0,0,0,8,8,10,10,11
indio-california,Indio,California,87533,33.720577,-116.215562,0,2,0,2,2,2,2,2
concord-north-carolina,Concord,North Carolina,87696,35.408752,-80.579511,1,1,1,1,1,1,1,2
menifee-california,Menifee,California,87174,33.697147,-117.185294,0,0,0,1,0,1,0,1
champaign-illinois,Champaign,Illinois,86096,40.116420,-88.243383,0,0,0,2,0,2,0,4
buena-park-california,Buena Park,California,83270,33.867404,-117.998139,0,0,0,0,0,0,0,0
troy-michigan,Troy,Michigan,83280,42.606409,-83.149775,0,0,0,0,0,0,0,0
o-fallon-missouri,O'Fallon,Missouri,85040,38.810608,-90.699848,1,1,1,1,1,1,1,1
johns-creek-georgia,Johns Creek,Georgia,83335,34.028926,-84.198579,0,0,0,1,1,1,1,1
bellingham-washington,Bellingham,Washington,85146,48.751911,-122.478685,0,1,0,1,2,3,2,3
westland-michigan,Westland,Michigan,82000,42.324204,-83.400211,0,0,0,0,0,0,0,0
bloomington-indiana,Bloomington,Indiana,84067,39.165325,-86.526386,0,2,0,2,2,3,2,5
sioux-city-iowa,Sioux City,Iowa,82821,42.499994,-96.400307,2,2,2,3,3,3,3,8
warwick-rhode-island,Warwick,Rhode Island,81699,41.700101,-71.416167,0,0,0,0,0,0,0,1
hemet-california,Hemet,California,83861,33.747520,-116.971968,0,1,1,1,1,1,1,1
longview-texas,Longview,Texas,82287,32.500704,-94.740489,2,3,2,3,2,3,3,6
farmington-hills-michigan,Farmington Hills,Michigan,81330,42.498994,-83.367717,0,0,0,0,0,0,0,0
bend-oregon,Bend,Oregon,87014,44.058173,-121.315310,0,4,0,4,6,8,6,8
lakewood-california,Lakewood,California,81611,33.853627,-118.133956,0,0,0,0,0,0,0,0
merced-california,Merced,California,82436,37.302163,-120.482968,1,1,1,1,1,1,1,1
mission-texas,Mission,Texas,83298,26.215907,-98.325293,0,7,0,7,0,7,7,9
chino-california,Chino,California,85595,34.012235,-117.688944,0,0,0,0,0,0,0,0
redwood-city-california,Redwood City,California,85288,37.485215,-122.236355,0,0,0,0,0,1,1,1
edinburg-texas,Edinburg,Texas,84497,26.301737,-98.163343,0,6,0,6,0,6,7,8
cranston-rhode-island,Cranston,Rhode Island,81073,41.779823,-71.437280,0,0,0,0,0,0,0,0
parma-ohio,Parma,Ohio,79937,41.404774,-81.722909,0,0,0,0,0,1,0,5
lake-forest-california,Lake Forest,California,82492,33.646944,-117.686102,0,0,0,0,0,0,0,0
napa-california,Napa,California,80434,38.297538,-122.286865,0,0,0,1,0,1,1,1
hammond-indiana,Hammond,Indiana,77614,41.583369,-87.500041,0,0,0,0,0,0,0,1
fayetteville-arkansas,Fayetteville,Arkansas,82830,36.082156,-94.171854,0,3,3,5,5,7,5,7
bloomington-illinois,Bloomington,Illinois,78292,40.484203,-88.993687,1,1,1,1,1,2,1,4
avondale-arizona,Avondale,Arizona,80684,33.435598,-112.349602,0,0,0,0,0,0,0,1
somerville-massachusetts,Somerville,Massachusetts,80318,42.387597,-71.099497,0,0,0,0,0,0,0,0
palm-coast-florida,Palm Coast,Florida,82893,29.584452,-81.207870,1,1,1,1,1,1,1,1
bryan-texas,Bryan,Texas,82118,30.674364,-96.369963,2,3,2,3,3,3,3,3
gary-indiana,Gary,Indiana,77156,41.593370,-87.346427,0,1,0,1,1,1,1,1
largo-florida,Largo,Florida,81000,27.909467,-82.787324,0,0,0,0,0,1,0,1
brooklyn-park-minnesota,Brooklyn Park,Minnesota,79149,45.094132,-93.356341,0,0,0,0,0,0,0,0
tustin-california,Tustin,California,80583,33.742001,-117.823639,0,0,0,0,0,0,0,0
racine-wisconsin,Racine,Wisconsin,77742,42.726131,-87.782852,1,1,1,1,1,1,1,2
deerfield-beach-florida,Deerfield Beach,Florida,79768,26.318412,-80.099766,0,0,0,0,0,0,0,0
lynchburg-virginia,Lynchburg,Virginia,79812,37.413754,-79.142246,2,2,2,2,4,4,4,4
mountain-view-california,Mountain View,California,80435,37.386052,-122.083851,0,0,0,0,0,0,0,1
medford-oregon,Medford,Oregon,79805,42.326515,-122.875595,0,5,5,5,5,7,8,9
lawrence-massachusetts,Lawrence,Massachusetts,80231,42.707035,-71.163114,0,1,0,1,0,1,0,1
bellflower-california,Bellflower,California,78441,33.881682,-118.117012,0,0,0,0,0,0,0,0
melbourne-florida,Melbourne,Florida,80127,28.083627,-80.608109,2,2,2,2,2,2,2,2
st--joseph-missouri,St. Joseph,Missouri,76596,39.767458,-94.846681,2,2,2,2,2,2,2,2
camden-new-jersey,Camden,New Jersey,76119,39.925946,-75.119620,0,0,0,0,0,0,0,0
st--george-utah,St. George,Utah,80202,37.096528,-113.568416,3,3,3,3,3,3,3,3
kennewick-washington,Kennewick,Washington,78896,46.211246,-119.137234,0,1,0,3,0,3,3,7
baldwin-park-california,Baldwin Park,California,77071,34.085287,-117.960898,0,0,0,0,0,0,0,0
chino-hills-california,Chino Hills,California,78309,33.989819,-117.732585,0,0,0,0,0,0,0,0
alameda-california,Alameda,California,78630,37.765206,-122.241636,0,0,0,0,0,0,0,0
albany-georgia,Albany,Georgia,74843,31.578507,-84.155741,3,3,3,3,5,5,5,6
arlington-heights-illinois,Arlington Heights,Illinois,75926,42.088360,-87.980627,0,0,0,0,0,0,0,0
scranton-pennsylvania,Scranton,Pennsylvania,77118,41.408969,-75.662412,2,2,2,2,2,2,2,2
evanston-illinois,Evanston,Illinois,75527,42.045072,-87.687697,0,0,0,0,0,0,0,0
kalamazoo-michigan,Kalamazoo,Michigan,76041,42.291707,-85.587229,0,1,0,1,0,1,1,2
baytown-texas,Baytown,Texas,76335,29.735505,-94.977427,0,1,0,1,0,1,0,5
upland-california,Upland,California,76443,34.097510,-117.648388,0,0,0,0,0,0,0,0
springdale-arkansas,Springdale,Arkansas,77859,36.186744,-94.128814,0,3,3,5,5,6,5,6
bethlehem-pennsylvania,Bethlehem,Pennsylvania,74892,40.625932,-75.370458,0,0,0,0,0,0,0,0
schaumburg-illinois,Schaumburg,Illinois,74693,42.033361,-88.083406,0,0,0,0,0,0,0,0
mount-pleasant-south-carolina,Mount Pleasant,South Carolina,81317,32.832322,-79.828426,0,3,0,3,4,5,6,6
auburn-washington,Auburn,Washington,77006,47.307323,-122.228453,0,0,0,0,0,0,0,0
decatur-illinois,Decatur,Illinois,73254,39.840315,-88.954800,0,1,1,1,1,1,1,4
san-ramon-california,San Ramon,California,76134,37.779927,-121.978015,0,0,0,0,0,0,0,1
pleasanton-california,Pleasanton,California,79510,37.662431,-121.874679,0,0,0,0,1,1,1,1
wyoming-michigan,Wyoming,Michigan,75275,42.913360,-85.705309,0,0,0,1,0,1,0,2
lake-charles-louisiana,Lake Charles,Louisiana,76070,30.226595,-93.217376,4,4,4,4,4,4,4,9
plymouth-minnesota,Plymouth,Minnesota,75907,45.010519,-93.455509,0,0,0,0,0,0,0,0
bolingbrook-illinois,Bolingbrook,Illinois,74306,41.698642,-88.068395,0,0,0,0,0,0,1,1
pharr-texas,Pharr,Texas,76538,26.194796,-98.183622,0,6,0,6,0,6,7,9
appleton-wisconsin,Appleton,Wisconsin,74139,44.261931,-88.415385,3,3,3,3,3,3,3,5
gastonia-north-carolina,Gastonia,North Carolina,74543,35.262082,-81.187300,0,1,0,1,0,1,1,3
folsom-california,Folsom,California,76375,38.677959,-121.176058,0,0,0,0,0,0,0,0
southfield-michigan,Southfield,Michigan,73156,42.473369,-83.221873,0,0,0,0,0,0,0,0
rochester-hills-michigan,Rochester Hills,Michigan,73424,42.658366,-83.149932,0,0,0,0,0,0,0,0
new-britain-connecticut,New Britain,Connecticut,72808,41.661210,-72.779542,0,0,0,0,0,1,0,1
goodyear-arizona,Goodyear,Arizona,79003,33.435339,-112.357657,0,0,0,0,0,0,0,1
canton-ohio,Canton,Ohio,71885,40.798947,-81.378447,0,1,0,1,0,2,2,7
warner-robins-georgia,Warner Robins,Georgia,73490,32.613001,-83.624201,3,3,3,3,3,3,3,3
union-city-california,Union City,California,74494,37.593392,-122.043830,0,0,0,0,0,0,0,0
perris-california,Perris,California,74971,33.782519,-117.228648,0,0,0,0,0,0,0,0
manteca-california,Manteca,California,75448,37.797427,-121.216053,0,0,0,0,0,0,0,2
iowa-city-iowa,Iowa City,Iowa,74220,41.661128,-91.530168,0,0,0,0,0,0,0,6
jonesboro-arkansas,Jonesboro,Arkansas,73907,35.842297,-90.704279,2,2,2,2,4,7,4,7
wilmington-delaware,Wilmington,Delaware,71948,39.739072,-75.539788,0,0,0,1,1,1,1,1
lynwood-california,Lynwood,California,71989,33.930293,-118.211460,0,0,0,0,0,0,0,0
loveland-colorado,Loveland,Colorado,75182,40.397761,-105.074980,0,0,0,1,0,1,1,1
pawtucket-rhode-island,Pawtucket,Rhode Island,71591,41.878711,-71.382556,0,0,0,0,0,0,0,0
boynton-beach-florida,Boynton Beach,Florida,73966,26.531787,-80.090547,0,0,0,0,0,0,0,0
waukesha-wisconsin,Waukesha,Wisconsin,71970,43.011678,-88.231481,0,0,0,0,0,0,0,2
gulfport-mississippi,Gulfport,Mississippi,71856,30.367420,-89.092816,2,2,2,2,2,4,7,11
apple-valley-california,Apple Valley,California,72174,34.500831,-117.185876,0,1,1,1,1,1,1,1
passaic-new-jersey,Passaic,New Jersey,71085,40.856766,-74.128476,0,0,0,0,0,0,0,0
rapid-city-south-dakota,Rapid City,South Dakota,73569,44.080543,-103.231015,9,10,9,10,10,10,10,11
layton-utah,Layton,Utah,74143,41.060222,-111.971053,0,1,0,1,1,13,1,12
lafayette-indiana,Lafayette,Indiana,71111,40.416702,-86.875287,0,1,1,2,2,3,2,3
turlock-california,Turlock,California,72292,37.494657,-120.846594,0,0,0,1,0,1,0,2
muncie-indiana,Muncie,Indiana,70087,40.193377,-85.386360,2,2,2,2,2,3,2,3
temple-texas,Temple,Texas,72277,31.098234,-97.342782,1,1,1,1,1,2,2,4
missouri-city-texas,Missouri City,Texas,74139,29.618567,-95.537722,0,0,0,0,0,0,0,4
redlands-california,Redlands,California,71035,34.055569,-117.182538,0,0,0,0,0,0,0,0
santa-fe-new-mexico,Santa Fe,New Mexico,84099,35.686975,-105.937799,0,2,2,2,2,2,2,11
lauderhill-florida,Lauderhill,Florida,71579,26.140363,-80.213381,0,0,0,0,0,0,0,0
milpitas-california,Milpitas,California,77604,37.432334,-121.899574,0,0,0,0,0,0,0,1
palatine-illinois,Palatine,Illinois,69308,42.110304,-88.034240,0,0,0,0,0,0,0,0
missoula-montana,Missoula,Montana,71022,46.878718,-113.996586,0,3,0,3,0,6,10,12
rock-hill-south-carolina,Rock Hill,South Carolina,71548,34.924867,-81.025078,0,1,0,1,0,1,1,3
jacksonville-north-carolina,Jacksonville,North Carolina,67357,34.754052,-77.430241,2,3,2,3,3,4,3,4
franklin-tennessee,Franklin,Tennessee,72639,35.925064,-86.868890,0,0,0,0,0,3,3,6
flagstaff-arizona,Flagstaff,Arizona,70320,35.198284,-111.651302,0,4,4,4,4,4,4,4
flower-mound-texas,Flower Mound,Texas,71253,33.014567,-97.096955,1,1,1,1,1,1,1,5
weston-florida,Weston,Florida,69959,26.100365,-80.399775,0,1,0,1,0,1,0,1
waterloo-iowa,Waterloo,Iowa,68460,42.492786,-92.342577,0,2,2,2,2,2,2,6
union-city-new-jersey,Union City,New Jersey,69156,40.779545,-74.023751,0,0,0,0,0,0,0,0
fort-myers-florida,Fort Myers,Florida,74013,26.640628,-81.872308,0,0,0,0,0,0,0,2
dothan-alabama,Dothan,Alabama,68567,31.223231,-85.390489,3,3,3,3,6,6,6,7
rancho-cordova-california,Rancho Cordova,California,71017,38.589072,-121.302728,0,0,0,0,0,0,0,0
redondo-beach-california,Redondo Beach,California,68166,33.849182,-118.388408,0,0,0,0,0,0,0,0
jackson-tennessee,Jackson,Tennessee,66975,35.614517,-88.813947,2,2,2,2,3,6,6,7
pasco-washington,Pasco,Washington,69451,46.239579,-119.100566,0,1,0,3,0,3,3,7
st--charles-missouri,St. Charles,Missouri,68796,38.788106,-90.497436,1,1,1,1,1,1,1,1
eau-claire-wisconsin,Eau Claire,Wisconsin,67778,44.811349,-91.498494,2,2,2,2,2,2,2,2
north-richland-hills-texas,North Richland Hills,Texas,69204,32.834295,-97.228903,0,0,0,0,0,1,1,5
bismarck-north-dakota,Bismarck,North Dakota,71167,46.808327,-100.783739,5,11,5,11,5,11,11,12
yorba-linda-california,Yorba Linda,California,67973,33.888504,-117.813257,0,0,0,0,0,0,0,0
kenner-louisiana,Kenner,Louisiana,67091,29.994092,-90.241743,0,2,0,2,0,2,8,10
walnut-creek-california,Walnut Creek,California,68910,37.910078,-122.065182,0,0,0,0,0,0,0,0
frederick-maryland,Frederick,Maryland,69479,39.414269,-77.410541,0,1,1,1,1,1,1,1
oshkosh-wisconsin,Oshkosh,Wisconsin,66555,44.024706,-88.542614,2,2,2,2,2,2,2,4
pittsburg-california,Pittsburg,California,69424,38.027976,-121.884681,0,0,0,0,0,1,1,1
palo-alto-california,Palo Alto,California,66853,37.441883,-122.143019,0,0,0,0,0,0,0,1
bossier-city-louisiana,Bossier City,Louisiana,68094,32.515985,-93.732123,0,5,0,5,0,5,5,6
portland-maine,Portland,Maine,66881,43.661471,-70.255326,0,1,0,1,0,2,2,3
st--cloud-minnesota,St. Cloud,Minnesota,67109,45.557945,-94.163240,2,2,2,2,2,2,2,2
davis-california,Davis,California,67666,38.544907,-121.740517,0,0,0,1,0,1,1,1
south-san-francisco-california,South San Francisco,California,67271,37.654656,-122.407750,0,0,0,0,0,0,0,0
camarillo-california,Camarillo,California,67608,34.216394,-119.037602,0,0,0,0,0,0,0,1
north-little-rock-arkansas,North Little Rock,Arkansas,66504,34.769536,-92.267094,0,0,0,4,0,6,0,9
schenectady-new-york,Schenectady,New York,65305,42.814243,-73.939569,0,0,0,0,0,3,3,4
gaithersburg-maryland,Gaithersburg,Maryland,67456,39.143441,-77.201370,0,0,0,0,0,0,0,1
harlingen-texas,Harlingen,Texas,65774,26.190631,-97.696103,1,7,1,7,1,7,7,9
woodbury-minnesota,Woodbury,Minnesota,67855,44.923855,-92.959380,0,0,0,0,0,0,0,0
eagan-minnesota,Eagan,Minnesota,66286,44.804132,-93.166886,0,0,0,0,0,0,0,0
yuba-city-california,Yuba City,California,66941,39.140448,-121.616911,0,1,1,1,1,1,1,1
maple-grove-minnesota,Maple Grove,Minnesota,68385,45.072464,-93.455788,0,0,0,0,0,0,0,0
youngstown-ohio,Youngstown,Ohio,64628,41.099780,-80.649519,1,1,1,1,1,2,2,7
skokie-illinois,Skokie,Illinois,64821,42.032403,-87.741625,0,0,0,0,0,0,0,0
kissimmee-florida,Kissimmee,Florida,69152,28.291956,-81.407571,0,1,0,1,0,1,0,1
johnson-city-tennessee,Johnson City,Tennessee,66027,36.313440,-82.353473,1,2,1,2,6,6,6,6
victoria-texas,Victoria,Texas,67574,28.805267,-97.003598,3,3,3,3,3,3,4,4
san-clemente-california,San Clemente,California,65526,33.427352,-117.612600,0,0,1,1,1,1,1,1
bayonne-new-jersey,Bayonne,New Jersey,66311,40.668714,-74.114309,0,0,0,0,0,0,0,0
laguna-niguel-california,Laguna Niguel,California,65806,33.523674,-117.714944,0,0,0,1,0,1,0,1
east-orange-new-jersey,East Orange,New Jersey,64949,40.767323,-74.204868,0,0,0,0,0,1,0,1
shawnee-kansas,Shawnee,Kansas,65046,39.022848,-94.715187,0,0,0,0,0,0,0,0
homestead-florida,Homestead,Florida,66498,25.468722,-80.477557,0,1,0,1,0,1,0,1
rockville-maryland,Rockville,Maryland,66980,39.083997,-77.152758,0,0,0,0,0,0,0,0
delray-beach-florida,Delray Beach,Florida,66255,26.461462,-80.072820,0,0,0,0,0,0,0,0
janesville-wisconsin,Janesville,Wisconsin,64123,42.682789,-89.018722,1,2,1,2,1,2,2,3
conway-arkansas,Conway,Arkansas,64980,35.088696,-92.442101,1,1,1,4,1,7,1,9
pico-rivera-california,Pico Rivera,California,64218,33.983069,-118.096735,0,0,0,0,0,0,0,0
lorain-ohio,Lorain,Ohio,63647,41.452819,-82.182375,1,1,1,1,1,2,1,5
montebello-california,Montebello,California,63921,34.016505,-118.113754,0,0,0,0,0,0,0,0
lodi-california,Lodi,California,64596,38.134148,-121.272219,0,0,0,1,0,1,1,1
new-braunfels-texas,New Braunfels,Texas,70543,29.703002,-98.124453,1,1,1,1,1,1,1,1
marysville-washington,Marysville,Washington,66773,48.051764,-122.177082,0,0,0,1,1,1,1,1
tamarac-florida,Tamarac,Florida,64681,26.212861,-80.249771,0,0,0,0,0,0,0,0
madera-california,Madera,California,64208,36.961336,-120.060718,0,0,0,0,0,0,0,2
conroe-texas,Conroe,Texas,68602,30.311877,-95.456051,0,1,0,1,1,1,1,5
santa-cruz-california,Santa Cruz,California,64220,36.974117,-122.030796,0,0,0,1,1,1,1,2
eden-prairie-minnesota,Eden Prairie,Minnesota,63496,44.854686,-93.470786,0,0,0,0,0,0,0,0
cheyenne-wyoming,Cheyenne,Wyoming,63335,41.139981,-104.820246,1,2,1,3,1,3,3,3
daytona-beach-florida,Daytona Beach,Florida,64736,29.210815,-81.022833,1,1,1,1,1,1,1,1
alpharetta-georgia,Alpharetta,Georgia,63693,34.075376,-84.294090,0,0,0,0,0,1,0,1
hamilton-ohio,Hamilton,Ohio,62407,39.399501,-84.561335,0,1,0,1,1,1,1,3
waltham-massachusetts,Waltham,Massachusetts,63378,42.376485,-71.235611,0,0,0,0,0,0,0,0
coon-rapids-minnesota,Coon Rapids,Minnesota,62240,45.173239,-93.303006,0,0,0,0,0,0,0,0
haverhill-massachusetts,Haverhill,Massachusetts,62765,42.776201,-71.077280,0,1,0,1,0,1,0,1
council-bluffs-iowa,Council Bluffs,Iowa,62597,41.261944,-95.860833,0,0,0,0,0,0,0,5
taylor-michigan,Taylor,Michigan,61568,42.240872,-83.269651,0,0,0,0,0,0,0,0
utica-new-york,Utica,New York,61100,43.100903,-75.232664,0,1,0,1,2,5,5,6
ames-iowa,Ames,Iowa,65060,42.030781,-93.631913,0,1,1,4,1,4,4,5
la-habra-california,La Habra,California,62131,33.931859,-117.946137,0,0,0,0,0,0,0,0
encinitas-california,Encinitas,California,62930,33.036987,-117.291982,0,0,0,0,0,0,0,0
bowling-green-kentucky,Bowling Green,Kentucky,63616,36.968522,-86.480804,2,2,2,2,2,3,5,7
burnsville-minnesota,Burnsville,Minnesota,61481,44.767742,-93.277723,0,0,0,0,0,0,0,0
